KEGG,ko05340,ko00564,ko00680,ko00562,ko03030,ko00561,ko00440,ko00250,ko00740,ko04940,ko00010,ko00195,ko00760,ko00920,ko00311,ko00310,ko04146,ko00600,ko04141,ko04142,ko00604,ko04260,ko05142,ko04973,ko00510,ko05110,ko04974,ko04976,ko00450,ko01051,ko00524,ko00300,ko05222,ko05416,ko00260,ko00190,ko03440,ko00750,ko00950,ko00592,ko00591,ko00590,ko00061,ko03070,ko00253,ko03060,ko00380,ko00500,ko05120,ko04964,ko04960,ko00625,ko00624,ko00627,ko00626,ko00621,ko00620,ko00623,ko00622,ko00270,ko00940,ko00941,ko01053,ko00943,ko00100,ko00945,ko05016,ko00071,ko00072,ko05219,ko05215,ko05211,ko05210,ko01055,ko04910,ko00531,ko00360,ko00633,ko00630,ko00363,ko00364,ko04115,ko00121,ko04914,ko00430,ko02010,ko00130,ko00361,ko00040,ko00730,ko00362,ko01040,ko00603,ko03018,ko00281,ko00280,ko03013,ko04626,ko05200,ko00312,ko05020,ko05143,ko00523,ko00520,ko00521,ko05146,ko05145,ko00052,ko00053,ko00051,ko00401,ko00400,ko04020,ko00350,ko00480,ko00643,ko00642,ko00640,ko00720,ko00960,ko02020,ko00120,ko03008,ko00290,ko03410,ko05010,ko05012,ko00980,ko00410,ko00983,ko05150,ko00791,ko00790,ko00020,ko00710,ko00196,ko02060,ko00340,ko00785,ko00550,ko00650,ko02030,ko03320,ko04612,ko04621,ko04622,ko00910,ko04971,ko00460,ko04970,ko00830,ko00780,ko00511,ko00970,ko00030,ko04972,ko00232,ko00230,ko04122,ko00540,ko05014,ko00660,ko03020,ko00982,ko03010,ko00140,ko05100,ko00860,ko00330,ko00908,ko04930,ko03430,ko00906,ko00900,ko00903,ko00471,ko00472,ko00473,ko05111,ko04210,ko00240,ko04011,ko04113,ko04070,ko03420,ko00770,ko02040,ko00670,ko04920,ko00930,ko04112,ko03450,ko00565,ko05322,ko03050,ko04614,ko00513,ko04330,ko05220,ko05410,ko00944,ko04310,ko04650,ko04662,ko04370,ko04660,ko04360,ko04114,ko04010,ko04720,ko00902,ko04916,ko00965,ko05131,ko04144,ko00062,ko00901,ko00909,ko00905,ko04666,ko04640,ko04912
S27.99.Gut,6144.56,54371.35,77127.52,10532.33,58506.07,37704.72,4117.34,83992.89,23875.31,4765.66,96459.93,32294.2,42801.19,27385.52,289.64,14990.9,17916.82,9284.56,5352.4,4803.66,3478.66,3417.28,1572.16,1826.8,462.5,834.26,554,40,37326.85,7121.54,5577.4,57854.96,660,660,68782.06,102102.03,82564.63,19178.11,6298.44,2572.94,3604.14,6882.2,49238.44,76454.75,15032.1,57110.46,20248.61,75821.21,8856.06,1963.54,40,12028.21,230.28,12800.58,10113.99,3872.04,94643.01,12377.84,3548.9,80845.37,5532.79,736.5,5022.29,700.26,52.5,790.5,8252.08,27426.45,5570.52,1407.91,4022.9,1016.39,660,4593.9,6769.44,3993.66,19600.41,6673.18,39359.6,4356.4,581.64,660,815.5,4022.9,14132.76,298141.36,22412.2,797.64,26576.06,31785.41,17151.79,15810.38,6628.56,49370.29,7312.02,33565.03,7091.31,17612.2,5699.29,678.14,198.14,1818.16,15703.24,118610.47,27823.86,50.5,660,49891.6,11953.91,56887.13,11718.38,63330.14,8,21835.81,32432.47,3678.05,4669.06,57677.84,76661.71,10258.28,167352.07,835.5,5970.2,58147.11,39225.32,9269.58,4037.28,5382.28,18651.37,29034.27,1941.76,1526.64,31259.06,52615.03,53660.58,278,58940.15,37145.98,4636.7,63677.8,61980,63485.33,13103.72,4022.9,4307.9,30,78299.32,40,19305.18,40,1849.55,14225.14,13055.58,102615.31,69102.02,40,20,220039.91,34912.8,36156.38,2071.04,22969.92,55695.17,5637.28,208581.89,678.26,18,91834.49,81364.75,4164.4,5360.8,72494.67,1020,43930.91,6253.7,14159.74,258,10328.84,18333.25,1411.9,179777.37,3963.04,661.5,9400.84,32647.44,49733.74,77387.11,44726.36,8057.56,2214.08,46615.06,327,68.14,0,118,5,23,,,2.5,0,0,0,0,0,0,0,0,0,0,0,,20,,0,2.5,20,0,0,0,0,0
S27.98.Gut,14047.85,100037.55,152416.83,18779.63,81659.2,69441.24,12168.82,144009.03,39310.15,9406.34,161167.9,41070.08,79798.85,63666.79,423.29,28094.26,40013.48,12249.1,5300.01,8398.34,8350.09,12658.99,8256.34,8228.02,15.64,4488.33,132.5,0,74682.42,6959.97,5829.51,93533.48,16,16,136829.02,195787.45,121498.13,44314.42,10276.45,8593.7,1754.29,13690.28,70542.41,223286.72,20737.54,91587.51,44991.81,115807.45,14431.13,4890.05,0,19939.36,32.58,32151.48,31577.35,5393.69,171568.1,36095.4,5376.76,133547.86,5302.22,691,24232.35,4046.33,9,706,21395.9,59689.63,9710.3,8010.34,5130.51,325.68,16,5930.76,9693.95,8369.09,41257,18823.17,85344.92,5735.01,369.43,16,151.5,5130.51,27332.88,553139.93,76353.07,481.43,23615.1,46310.17,25494.16,39630.64,12511.1,89256.47,29400.21,72280.61,14334.74,36499.97,5472.19,680.29,93.68,8348.34,22203.83,181485.29,37565.87,3,16,67745.01,18896.27,80645.66,18946.37,103429.96,2,54803.18,77700.24,9225.74,13891.85,113536.93,137507.28,22521.52,485972.17,157.5,13495.14,103352.91,54828.15,22403.51,12674.99,21092.77,49147.39,56636.48,4357.33,49.71,61383.31,113754.25,84191.42,24,102252.06,62048.96,12472.03,95000.95,140829.33,202456.46,23545.55,5130.51,5478.51,6.53,190484.41,0,28176.92,0,8257.52,25817.23,20517.15,142245.1,94254.55,0,3,371327.56,78963.56,90581.69,4414.69,46975.39,66582.41,21228.77,279671.7,3859.58,0,119764.75,170668.1,5130.51,9476.52,103365.74,713,60285.58,14120.53,21042.58,19,15273.71,67930.75,4072.12,278010.56,5013.19,162,14496.18,38764.75,79300.24,296108.6,73388.97,14134.96,8410.24,65209.84,6,6.29,0,9,41,0,,,38,0,0,0,0,0,0,0,0,0,0,3,,3,,3,0,0,0,0,3,3,3
S28.65.Gut,16108.63,135902.76,207694.71,30008.9,138600.14,92876.17,11704.4,210247.37,56803.31,12274.67,243914.92,74746.52,108564.62,75530.97,1150.7,36776.35,43780.92,15029.41,11758.77,8580.66,7270.66,10510.01,5190.84,5954.41,555.5,2511.73,540.33,30.33,95154.05,18390.93,12230.25,140569.63,384.31,384.31,177338.09,248585.57,197062.5,49127.85,16321.47,7867.13,7986.06,15995.35,116966.33,218282.23,36416.76,137599.53,52842.67,183618.25,20502.77,5605.84,30.33,29263.63,275.62,34039.75,29068.83,9382.8,241642.36,34863.81,8639.08,199201.31,11513.31,1860.5,15174.88,2128.73,310,1746.5,21236.05,70591.58,14196.89,5279.77,8994.12,2090.96,384.31,10713.44,16553.62,7746.66,51830.36,20038.3,106476.91,10013.29,420.39,384.31,1713,8994.12,35144.79,767645.04,69061.46,884.71,54295.94,77245.45,39542.06,43546.52,12615.23,121948.49,23250.21,83520.15,19420.53,46925.25,11469.39,2930.56,366.39,6156.84,37484.98,287261.12,66150.53,75,384.31,115904.91,31483.93,145743.39,28510.42,153914.2,40.5,61150.7,85857.56,10431.31,13032.96,149086.96,188084.11,25970.06,488345.01,1730,15566.68,141240.81,90101.16,24381.37,10863.99,17399.05,51078.78,75112.67,6561.97,2234.05,80516.3,133142.61,134831.72,797,179333.69,92784.27,11635.17,150331.12,169558.12,199792.85,29732.28,8994.12,10086.12,110,208564.86,30.33,42509.36,30.33,6111.65,36869.98,22487.93,236631.02,169074.11,30.33,17,541738.66,94863,100321.72,4391.49,58191.18,126611.01,18397.55,482122.01,2054.73,20,207394.19,216480.95,9256.44,14450.23,175563.59,2196.83,102313.09,15888.86,34006.33,405.83,25259.7,60949.05,2652.1,432701.64,8798.15,884.66,22835.21,75501.43,120942.97,260630.56,108065.88,17276.8,7223.18,107550.01,483,138.56,,49,44,50,,,15,,,,,,,,,,,3,,3,,3,15,,,,3,3,3
S28.64.Gut,8439.75,65282.29,98580.58,14479.16,67153.58,40852.88,4950.11,99350.09,27674.33,5803.91,117928.15,40429.36,52790.05,36135.15,603.77,17119.33,19272.15,3929.43,5044,2628.25,2544.25,4751.04,1990.08,2366.17,44,1517.24,61.33,0.33,45362.78,9804.28,5909.68,67738.48,101.31,101.31,81301.82,112164.7,96003.51,21898.68,8155.6,3521.76,4596.93,7201.84,56775.12,93539.59,19105.68,64669.13,24819,88568.47,9446.74,3359.59,0.33,13399.33,8.86,17316.55,14300.71,4760.1,117535.12,16838.12,4262.01,97381.43,5570.71,1726,5531.03,906.24,280,1588,9275.69,32303.42,6596.81,1798.16,4308,1384.18,101.31,5903.67,7597.1,2570.25,24496.96,10840.21,46982.18,5472.17,290.76,101.31,516,4308,15843.75,392420.05,31250.35,329.43,27718.74,37994.5,19756.13,19821.88,4044.6,56752.58,9553.13,34871.32,9135,21612.19,5793.49,1490.43,221.26,2435.08,19959.77,131353.99,33490.27,10,101.31,51060.98,12627.53,65003.01,12627.03,69246.28,19,29578.64,41719.73,5828.92,7150.23,72197,89335.86,11874.2,216680.4,516,7065.17,66233.85,42028,11236.36,4852.02,8275.54,21297.72,34429.94,2296.93,1251.42,39439.42,61568.85,67380.77,1788,83406.34,42210.55,4807.01,72752.89,82971.92,87269.05,14380.14,4308,4834,5,98349.53,0.33,19173.08,0.33,2389.76,20498.1,5767.27,113979.09,85178.56,0.33,0,257638.25,47552.36,55362.53,1851.74,28355.64,58266.76,8721.54,230598.03,796.24,0,109313.17,101531.86,4320.67,6857.84,86682.1,2125.33,48553.03,8087.5,17873.27,120.33,12402.61,29230.48,1012.98,209601.58,4369.1,393.66,11007.27,36907.46,57900.12,102917.22,52324.46,8354.57,2967.53,51087.93,20,5.43,,2,0,0,,,0,,,,,,,,,,,0,,0,,0,0,,,,0,0,0
S28.62.Gut,10193.81,85281.66,113447.07,14101.68,87202.42,60262.39,5916.54,127667.77,37775.13,7718.87,145163.18,48140.46,65425.06,44402.69,409.04,23118.87,28115.82,11090.67,6917.29,4546.04,4106.04,5631.43,3496.7,3680.39,271.5,1806.75,259.17,10.67,61235.73,9507.85,7227.63,87641.25,275.19,275.19,105661.95,147373.21,125334.98,30395.37,9258.25,4176.09,5007.36,11529.51,73555.69,133367.27,23317.48,86572.05,31370.55,110119.97,13469.33,3223.98,10.67,19247.53,144.72,20430.03,18486.11,5994,144736.04,20993.95,5788.3,123636.13,4724.45,1072.5,10040.94,1600.75,129.5,1094.5,12744.85,44431.26,8146.21,3208.61,5822.78,740.12,275.19,6916.12,10754.26,4269.04,28523.74,11180.54,57634.77,6699.11,419.53,275.19,486,5822.78,23932.17,480433.84,37525.22,588.87,35514.1,48097.77,24308.52,25358.24,8441.01,77339.69,13301.25,52120.47,11004.57,27967.09,6838.09,735.86,245.03,3674.7,23131.18,178724.46,39129.01,28.5,275.19,70614.79,17252.41,80640.17,16461.68,91702.72,11,34595.86,52754.96,5316.65,7745.32,90075.26,114314.13,15043.78,276776.11,510,9619.68,88847.09,58870.58,13942.19,5895.95,10020.95,29876.28,45932.41,2497.63,859.37,47424.46,79427.43,79181.78,440,86137.87,52445.73,6500.35,93596.1,98580.22,105977.45,20635.2,5822.78,6089.78,149,127677.38,10.67,26778.3,10.67,3772.31,22297.6,13437.39,156872.24,102802.13,10.67,16,342855.14,58635.44,56486.38,2604.83,36648.06,81890.93,10239.95,311013.21,1641.75,97,139938.39,122638.75,5902.62,8042.73,109055.05,1313.67,65666.69,10378.84,21624.67,172.67,15075.06,33515.13,1915.8,278975.46,5756.49,439.34,13957.89,46954.89,73916.21,140423.72,67200.1,12708.48,4010.12,70495.03,189,36.86,,36,22,81,,,9.5,,,,,,,,,,,12,,12,,12,0.5,,,,12,12,12
S28.61.Gut,6477.29,54490.56,74650.85,11688.91,56950.85,34894.4,3913,81946.72,23043.96,4976.78,95888.52,30409.24,42490.36,29651.08,672.79,15229.47,17613.33,7017.51,4943.7,3642.29,2984.29,4241.93,2110.61,2155.03,292,1412.75,317.67,12.67,38240.92,6803.03,4852.72,56906.31,174.69,174.69,68505.47,104816.67,81671.26,18773.86,6102.96,3095.8,3094.93,6681.06,48363.69,77322.91,14984.12,55402.41,20923.04,74331.97,8374.15,2188.62,12.67,10890.76,125.86,13236.02,10805,3868.16,95741.57,14231.94,3552.39,79521.25,5114.15,901,5023.43,809.75,167,886,8212.83,27565.03,5446.07,1210.18,3712.35,1607.53,174.69,4582.03,6704.31,3228.29,19423.33,6794.61,39072.02,3676.68,231.1,174.69,619,3712.35,14670.04,305040.09,26598.5,450.78,26427.8,31709.24,16946.68,16716.69,5660.19,48912.48,8743.1,34139.45,6885.39,17613.51,5494.57,793.43,130.1,2202.61,15840.89,114530.74,27287.22,16,174.69,48454.67,10991.41,53404.56,10945.44,60003.08,22,22563.85,35644.4,4476.13,5401.46,57632.91,76846.03,9595.77,178081.13,635,6170.73,56080.99,37169.48,9849.51,4403.95,6983.78,17530.91,27240.49,1519.51,1020.44,31917.82,55659.62,53024.75,179,61716.61,35045.82,4637.74,61294.76,63089.48,69292.47,12924.09,3712.35,3888.35,41,80021.45,12.67,18849.44,12.67,1642.29,15135.36,9945.45,98097.15,69535.72,12.67,10,215546.04,38373.99,42112.69,1634.97,22944.99,50517.62,7130.78,197707.33,617.75,15,86601.69,83681.89,3865.03,5097.21,70793.78,1044.67,41177.06,6425.05,14041.04,253.67,10073.7,22908.57,1016.87,173856.2,4391.81,569.34,9431.69,30162.35,47068.49,75007.67,44176.18,7868.62,2691.24,44885.61,167,68.43,,28,15,9,,,4,,,,,,,,,,,8,,8,,8,3,,,,8,8,8
S28.63.Gut,7085.76,54447.1,80150.9,8643.59,56886.85,34528.27,3397,81204.41,23756.91,4779.63,95742.28,30974.32,41845.96,27676.99,278.61,14262.1,16095.57,5676.9,4762.79,3196.29,2619.29,3312.02,1870.63,1970.26,262,1165.34,352,12,37708.81,7987.88,5664.61,58099.38,121.5,121.5,64236.92,92362.56,81264.74,18492.15,6814.55,2319.55,4271.79,6197.05,47437.46,81167.56,15950.16,54055.08,18689.15,76506.84,8421.42,2647.42,12,11797.71,58.58,14484.63,12269.57,3647.4,95055.31,12985.97,3521.61,81655.96,4253.86,1604,5473.57,851.34,91,1574,6642.94,26191.83,4981.82,1658.97,3831.13,544.95,121.5,5338.79,5958.71,2833.29,19580.15,9265.65,35104.05,5016.13,157.79,121.5,402,3831.13,12934.47,311591.99,22354.32,306.45,23391.14,32179.27,16555.3,14943.57,4587.56,47846.57,7088.83,28581.34,7992.92,16691.18,4497.58,637.29,103.29,2000.63,17696.45,114729.7,28980.13,18,121.5,44797.92,9729.24,56313.83,10579.26,56356.7,19.5,23472.15,31870.04,3945.42,6229.6,59388.41,73433.04,10137.73,168222.76,402,5832.05,54459.44,36533.88,8457.6,3421.52,5343.39,18722.35,29749.1,1437.96,579.79,31658.38,50977.03,53670.15,211,66190.36,33638.23,3922.71,63015.44,66219.74,62704.6,12479.39,3831.13,4141.13,36,80290.31,12,16080.28,12,1920.42,17522.6,8253.36,100546.33,69549.19,12,0,216139.14,38117.35,48525.21,1378.42,24409.15,48746.19,5526.39,199622.74,701.34,65,94589.16,79940.56,3881.79,5012.42,72427.35,1741.5,41817.17,6880.39,15395.29,191,10525.82,19182.66,1010.13,178136.74,3708.24,408,8953.16,31364.3,48441.08,76293.29,44236.06,7886.6,1991,44648.66,129,25.29,,0,38,6,,,34,,,,,,,,,,,0,,0,,0,4,,,,0,0,0
S29.23.Gut,15734.99,121659.79,164287.01,25761.9,117067.84,78275.7,11098.07,180627.52,48009.59,12058.9,217241.04,59824.56,99025.17,74220.17,3502.16,33721.75,44023.72,12577.06,7079.06,7775.57,7608.32,12443.95,6831.74,6701.16,128,6394.33,264.99,6.99,89909.42,10457.46,7970.24,120401.01,330.93,330.93,156982.85,239178.25,170680.94,45924.49,11906.99,8533.55,4359.17,16346.14,104124.37,190354.38,30457.28,120531.78,50962.56,156502.51,18067.11,4883.47,6.99,24283.72,9,33117.11,30387.19,8835.13,211479.12,37994.67,7670.48,170962.44,9626.55,965.67,16802.14,3194.33,6.67,965,22974.28,65034.75,11569.95,3873.41,6841.74,3949.24,330.93,8597.65,14217.81,7616.32,45259.69,15889.28,91544.31,7260.75,864.99,330.93,159,6841.74,34697.18,673683.08,73482.55,1014.16,51845.43,65003.47,33355.42,43319.27,12502.39,106755.71,27002.3,83313.96,13711.73,42528.68,11121.91,3661,377.24,6913.74,30959.75,233077.37,52120.11,71.17,330.93,87698.25,26416.18,96623.29,23528.2,135178.91,0,57364.48,91255.87,10827.97,13321.95,127192.15,169999.18,23188.13,460122.89,161,15207.96,130944.64,76106.51,25000.53,12767.89,21675.22,41666.45,60157.59,5057.81,563.97,73173.54,133277.62,109676.1,0,131995.38,81585.54,12376.39,131525.08,149059.21,188002.76,27853.67,6841.74,7570.74,1.75,193726.36,6.99,39191.44,6.99,6256,31464.1,15371.61,201786.24,139002.06,6.99,,463638.21,89445.65,93578.66,4723.42,54003.56,96166.56,21771.39,402125.02,2569.58,2,155868.17,200678.84,7525.57,11647.65,145375.98,1306.67,82135.9,14999.73,28390.19,863.49,21723.29,64758.93,3540.26,369921.9,8288.31,867.98,19605.03,57743.39,99558.97,201557.51,95183.47,16403.05,7798.14,91397.05,11.5,4,2,0,16,0,0,0,14,0,0,,,,,,,,,,8,8,0,,,0,,,,,
S29.22.Gut,18529.54,151672.67,215314.51,30345.63,147415.01,99621.09,14907.75,223675.13,57065.3,13934.36,259007.45,79533.66,121983.35,90101.78,3385.18,43994.65,51705.12,13941.71,10621.52,9224.52,8690.51,14740.32,8871.85,9180.05,388.68,7440,290,31.33,104468.71,15934.85,10493.19,147260.16,1079.31,1079.31,194802.98,294799.6,210141.47,54013.83,14245.07,9798.05,5902.19,18702.73,129647.58,259757.07,38279.08,146875.19,65364.54,187766.67,22818.35,5772.7,31.33,32605.28,350.87,37735.18,36556.08,9814.53,264038.49,41292.99,9097.18,205504.75,11172.85,762.84,21197.12,3865,199.35,821.5,28089.5,81686.28,16537.18,5407.85,9412.69,3900.02,1079.31,10350.35,16965.39,8791.51,54720.76,20645.17,122943.12,9173.69,1372.02,1079.31,2584,9412.69,39501.09,779480.88,89545.83,1831.2,58527.18,81190.75,41590.28,55051.24,12959.02,130857.81,32990.07,104896.51,18912.21,56761.99,14395.69,3887.85,533.68,9251.18,38880.24,288951.22,65002.5,362.84,1079.31,105885.24,31997.96,125502.63,29910.28,170007.74,57.5,68827.59,104918,12002.19,15078.71,163455.78,208907.19,28774.64,596291.97,2639,18664.38,151627.3,94995.09,30306.67,15788.3,27763.8,59229.68,76946.36,3648.15,1306.84,83811.59,152751.89,135058.16,1486.5,148358.71,103029.84,15878.07,160504.09,178173.71,259830.81,32067.89,9412.69,9868.69,3.5,230729.17,31.33,47538.8,31.33,8059.39,36213.27,18952.01,250927.04,168355.86,31.33,,570730.74,106157.8,106515.85,6346.68,60307.57,130100.1,28225.64,513310.95,3650.68,26.5,186561.13,248602.96,9444.52,14959.87,184399.59,2036.53,105880.05,19548.26,34490.92,481.33,25661.9,76877.75,4964.16,457190.72,10640.2,1273,24683.4,76109.5,125237.76,325419.25,118062.74,17364.87,9625.91,110380.39,320.5,56.85,25,0,147.67,12,3.67,3.67,92.67,0,3.67,,,,,,,,,,30,40,0,,,10,,,,,
S29.24.Gut,30138.24,239196.36,380377.52,61750.57,233127.11,132042.98,20694.01,393383.62,99896.28,26079.58,423151.7,113166.64,210496.63,183398.61,10733.57,79162.22,100036.35,17242.99,14731.34,16671.27,15775.47,36656.77,15123.57,9644.61,313.21,5907.25,747.4,9.67,186389.57,17854.89,13732.53,235626.46,946.08,946.08,347964.97,555810.27,339443.07,98637.15,27511.71,25843.43,2739.59,31704.95,216799.91,457604.12,56352.99,249631.91,123670.26,269665.99,34947.07,12674.85,8,45438.9,366.76,64609.87,68862.24,15104.71,446431.36,103278.68,13976.14,330183.35,26688.1,364,25812.88,3232.25,49,380.34,55879.54,157901.26,34692.41,12072.12,14067.33,11842.33,946.08,15147.2,29019.74,15830.67,114984.9,32682.09,254056.51,6287.98,2205.11,946.08,354,14067.33,74462.24,1308126.29,213511.57,2718.09,83974.7,143741.47,71676.59,113767.28,22553.69,233516.49,85527.61,226336.2,27840.85,95346.93,26856.74,10965.38,530.41,15117.57,59502.77,416596.76,101440.72,296.21,946.08,155080.14,41496.1,160684.79,54340.28,290324.33,0,136524.53,214339.46,27643.31,29326.26,285827.04,397880.88,47765.37,1030154.59,431,37836.41,260762.12,150445.73,70465.87,37594.85,56111.59,105118.42,124733.79,2912.89,1812.07,164045.58,316725.73,230413.69,24,224669.28,181287.73,28612.11,252324.04,338983.48,450535.61,57558.48,14067.33,14890.33,23.66,389567.76,8,84860.5,8,14619.01,68508.54,26734.61,361323.2,256553.89,8,,923407.34,212070.28,231943.53,14284.28,112102.62,185310.09,56448.92,765979.72,2748.45,0,289124.65,479416.77,14153.33,26493.46,288997.63,1119.54,162222.15,31311.17,55452.18,433.01,40879.15,163136.54,4339.45,698312.88,14619.84,1190.54,41733.83,109637.25,200183.99,565707.58,188060.57,30971.89,24817.23,173475.19,300.36,194.72,34,3,499,0,1,1,422,16.2,1,,,,,,,,,,140,140,0,,,0,,,,,
S29.21.Gut,6817.92,53570.29,77442.6,9396.31,50149.91,34519.87,4364.52,75063.02,22180.96,4440.75,90521.81,25944.36,40587.4,29431.73,247.5,14901.37,16803.6,4509.51,3360.84,2416.91,2369.16,3761.08,2434.25,2727.84,59,1504.58,56,3,38226.08,6738.28,4289.34,52101.39,133,133,64881.99,90213.99,73067.28,19427.2,6088.68,3206.1,2921,6590.43,42869.3,88482.82,13904.68,49583.64,20259.29,70160.35,8080.6,2824.43,3,11095.51,188.18,14891.29,12772.09,4221.79,91748.55,15251.47,3716.95,77231.42,3284.93,1010,7928.27,1029.58,0,1011.5,7857.51,27810.64,5622.03,2307,3187.17,523.84,133,4426.59,5562.68,2372.16,19865.1,9201.02,39648.77,4197.84,799.2,133,217,3187.17,13121.76,317984.6,27852.15,779.52,23746.18,28918.64,17103.07,16278.1,4152,44502.12,9329.51,29716.38,7323.26,17096.43,3844.01,473.67,365.09,2499.25,14606.68,104567.36,24146.21,6,133,40249.71,12247.44,51861.42,9820.1,52937.6,1.5,25013.91,35765.33,3754.42,6316.44,58099.93,70099.04,10346.78,201153.91,217,5820.42,52659.59,33127.14,8726.42,3891.08,7961.03,20426.78,27998.44,1601.58,1084.52,29647.62,51667.54,48692.68,33,64138.91,30886.63,4427.51,56867.18,68882.08,72132.55,11314,3187.17,3432.17,243.09,83475.66,3,14907.86,3,2837.09,15622.94,6504.58,87853.76,62932.01,3,,202610.71,38624.31,46705.26,1985.76,24354.89,40938.11,8074.03,172576.76,980,534.34,81464.85,81282.62,3229.17,4851.84,64038.94,1155,37057.05,6941.01,13582.94,84.5,9544.77,21912.15,1167.58,160738.94,3400.93,226,8238.52,26209.28,45246.92,96295.89,39865.96,6882.33,3041.18,38645.2,15,4,0,0,48,0,0,0,48,3,0,,,,,,,,,,2,2,114,,,0,,,,,
S29.25.Gut,16411.76,135223.57,225500.24,48712.83,131013.11,73275.47,15739.4,207037,52957.86,13775.47,240419.67,60288.68,123034.45,96411.67,2148.79,43069.81,50675.84,7686.32,7947.29,9454.27,8962.93,19620.85,5108.58,5231.99,452,4509.01,373.33,19.67,100031.45,16422.55,3819.75,128768.11,739.81,739.81,225892.6,275163.32,192191.44,53394.49,14546.82,16794.98,1282.85,16411.19,111406.44,241318.16,33617.84,132519.64,74017.81,141461.05,17107.21,6779.4,1.33,20514.16,119.9,35900.34,30308.99,11090.15,260945.63,53557.32,7068.42,184002.03,17233.73,288.38,16280.18,2344.67,67.38,289,30764.12,81327.14,18876.65,6313.25,7498.29,6745.95,739.81,7926.96,17756.82,8962.93,65244.2,21440.47,156764.41,3432.14,532.18,739.81,158.38,7498.29,40579.25,877210.15,114652.93,879.83,61192.22,64986.8,45703.47,56592.19,11590.19,119308.2,37756.98,95163.41,14802.38,49344.83,14984.05,2155.95,421.78,5213.96,30283.63,231189.29,55838.32,67.5,739.81,105296.84,20401.2,99787.92,28833.97,159870.52,0,77571.23,113546.19,18024.13,16338.76,151639.72,218287.08,26470.37,634420.82,158.38,16559.2,144479.66,80462.69,38146.59,20359.33,30676.43,45090.16,66156.17,1088.86,7780.94,93250.61,174837.83,148699.2,0,131343.97,95622.52,16462.04,131572.26,189841.22,282591.61,30556.11,7498.29,7784.63,0.5,237706.35,1.33,45024.28,1.33,8436.63,36616.57,17285.56,191646.54,172930.1,1.33,,526957.29,111054.31,120399.36,7799.21,59678.26,106160.52,30795.93,414696.87,2217.81,501,149266.58,253718.4,7522.46,13942.66,160001.31,870.33,90086.22,17305.27,29422.45,208.83,18214.66,117951.27,3218.43,387671.01,10781.53,400.66,25470.66,58551.35,111976.34,348975.66,107248.91,16691.08,13020.41,92389.18,116.5,49.57,0,9,2.38,0,0,0,0,0,0,,,,,,,,,,0,0,84,,,0,,,,,
S30.70.Gut,31203.09,280623.49,411114.1,74646.58,301185,176001.83,23887.14,438334.48,121117.81,28689.14,489026.02,153594,238984.74,173046.94,1688.19,86638.79,99178.7,23856.94,19867.86,14393.01,13478.02,28316.96,7529.35,7584.21,1288.32,4252.08,1467.66,128.33,204294.77,31812.59,12962.93,282007.9,2148.91,2148.91,436274.31,502668.19,435683.37,104405.95,27849.86,24378.66,9004.66,37751.07,255498.98,457696.17,80399.6,295022.03,130836.7,300857.09,39582.01,9705.92,128.33,55648.45,174.05,60164,54447.16,24406.32,524381.9,84055.48,17575.6,404353.4,21614.88,83.33,26212.88,3258.08,248.99,115,53383.21,158802.92,38292.74,11626.27,17824.4,7228.07,2148.91,19010.93,41313.53,13592.02,112079.94,32803.8,270934.85,12159.74,1217.85,2148.91,1628,17824.4,87858.75,1667403.49,173248.1,2208.98,122857.48,148866.13,93124.97,98191.86,23384.96,263911.96,56585.42,189684.52,33592.8,90757.29,27203.71,1839.86,656.19,7674.02,70061.05,544612.09,122477.36,297,2148.91,232693.03,40805.39,225586.9,59478.85,344572.36,,130643.6,199885.03,26587.89,24374.87,308696.04,424733.04,47051.33,1036633.92,1689,32131.94,316785.17,193569.58,64827.01,30337.54,42216.54,91874.64,149108.15,8065.08,11505.05,174909.29,306783.81,293523.34,576,207313.29,194111.13,25977.4,302397.21,354171.33,439052.25,66687.08,17824.4,18317.4,848,437045.34,128.33,89613.51,128.33,13907.59,68647.86,37519.44,490359.54,365036.22,128.33,22,1174198.3,204885.03,173879.05,12282.84,123502.23,282499.35,42365.54,1029360.05,3911.4,12,387345.88,459314.48,18925.4,28173.34,364953.61,1640.99,223031.72,32485.93,65979.8,714.33,44177.4,177850.25,5451.65,911908.74,23347.46,1544.12,53280.99,148749.24,254055.59,590061.47,228890.43,38556.75,18449.38,229101.74,154,26.86,12,66,55.33,,2.33,2.33,16.33,,2.33,,,,,,,,,4,,49,,4,,45,,,4,4,4
