timepoint,pond,ID,ko05340,ko00564,ko00680,ko00562,ko03030,ko00561,ko00440,ko00250,ko04062,ko00740,ko04940,ko00010,ko00195,ko03450,ko00760,ko00920,ko00311,ko00310,ko04146,ko00600,ko04141,ko04142,ko00604,ko04260,ko05142,ko04973,ko00510,ko05110,ko04974,ko04976,ko00450,ko01051,ko00565,ko00524,ko00300,ko05222,ko05416,ko00260,ko00190,ko03440,ko00750,ko00950,ko05140,ko00592,ko00591,ko00590,ko00062,ko00061,ko03070,ko00253,ko03060,ko04370,ko00380,ko00500,ko05120,ko04666,ko04964,ko04960,ko00625,ko00624,ko00627,ko00626,ko00621,ko00620,ko00623,ko00622,ko00270,ko00940,ko00941,ko01053,ko00943,ko00100,ko00945,ko05016,ko00071,ko00072,ko05219,ko05215,ko05211,ko05210,ko01055,ko00902,ko04910,ko00531,ko04916,ko00360,ko00633,ko00630,ko00363,ko00364,ko05130,ko04115,ko00121,ko04914,ko00430,ko02010,ko00130,ko04330,ko03050,ko00361,ko00040,ko00730,ko00362,ko01040,ko00603,ko03018,ko00281,ko00280,ko03013,ko04626,ko05200,ko00312,ko05020,ko05143,ko00523,ko00520,ko00521,ko05146,ko05145,ko00052,ko00053,ko00051,ko00401,ko00400,ko04020,ko00350,ko00480,ko00643,ko00642,ko00640,ko00720,ko00960,ko02020,ko00120,ko00965,ko03008,ko00290,ko04614,ko03410,ko05010,ko05012,ko00980,ko00410,ko00983,ko05150,ko00791,ko00790,ko05131,ko00020,ko00710,ko00196,ko02060,ko00340,ko00785,ko00550,ko00650,ko05220,ko02030,ko03320,ko04612,ko04621,ko04622,ko00910,ko04971,ko00460,ko04970,ko00830,ko00780,ko00511,ko00970,ko00030,ko04972,ko00232,ko00230,ko04122,ko00540,ko05014,ko00660,ko03020,ko00982,ko03010,ko00140,ko05100,ko00860,ko05410,ko00330,ko00908,ko04930,ko03430,ko00906,ko00900,ko00901,ko04520,ko00903,ko00471,ko00472,ko00473,ko05111,ko04810,ko04210,ko00240,ko04011,ko00944,ko04113,ko04070,ko04640,ko04310,ko03420,ko00770,ko02040,ko04912,ko00670,ko04920,ko04144,ko00930,ko04112,ko04540,ko05322,ko04145,ko04740,ko05214,ko04114,ko04745,ko04012,ko04720,ko04722,ko00513,ko03040,ko01056,ko00909,ko00514,ko00533,ko00601,ko05414,ko04380
3,S26,155,5771.23,62174.1,106187.85,16877.19,74530.3,37256.56,5367.32,96017.4,13.0,24119.51,5842.07,101326.65,45003.8,1598.5,49565.07,44108.65,2810.82,40268.83,32665.92,7717.82,9091.21,5268.66,1783.0,8272.71,743.5,483.32,3697.16,179.91,1800.5,1.0,50684.7,8064.73,609.5,4288.07,70188.43,6354.41,6336.91,97999.63,193399.51,100164.7,23127.01,7269.64,17.5,4387.57,3195.48,10845.07,0.0,70337.6,104913.45,17907.78,73328.78,17.5,56206.11,56105.16,6234.82,180.0,5424.16,1.0,19621.42,6975.66,32780.67,16568.96,4285.66,129871.19,24695.35,1864.41,88531.35,8681.23,764.66,2307.75,0.0,3748.62,2162.66,21595.1,61495.43,24059.05,1158.32,4576.07,2776.57,6336.91,5844.57,164.5,9474.14,2194.0,36.0,44917.52,9608.48,102316.69,5853.89,7669.66,13.0,6336.91,829.66,4576.07,15669.03,305283.55,38376.86,72.0,547.5,13079.41,41108.51,33810.81,51722.62,29565.1,3575.0,64627.71,25303.19,95333.91,6945.98,19906.76,13779.05,96.66,1111.41,711.16,20668.19,103420.58,34374.06,1296.41,6336.91,30294.76,18363.14,43933.9,17987.87,94123.65,16.0,42138.22,55245.14,11559.12,5612.48,94682.8,123479.36,17138.28,207654.56,1286.16,183.0,8813.55,85485.0,249.5,51887.79,20618.19,14608.62,15642.87,37157.01,20675.06,0.0,5216.73,43971.11,13.0,101511.2,63522.57,1133.0,8860.91,64202.62,10620.14,77636.51,95502.51,72.0,51554.53,26228.28,4576.07,4576.07,149.5,82906.39,1.0,27610.42,1.0,4024.57,20433.85,8524.0,123669.73,75104.4,1.0,145.0,249203.7,40391.72,72759.58,9194.82,33497.78,66913.91,16518.03,257909.8,3392.32,38.0,100309.36,87.0,116401.42,5055.07,5323.73,81714.1,6239.75,63866.86,0.0,13.0,15983.39,15742.37,1550.82,11175.46,10631.4,13.0,7858.48,187461.62,5845.32,312.0,4086.87,14451.21,162.5,72.0,41532.49,72404.02,86125.09,167.0,58414.61,11019.14,167.0,10339.66,59250.48,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0
1,S10,156,5761.41,67015.74,104655.61,19831.57,77521.42,41361.62,5712.16,103089.0,0.0,23926.39,6197.23,118188.39,57464.28,3683.0,50092.83,48407.19,2824.66,41861.21,33641.98,12975.96,8958.07,9649.98,2287.5,5528.25,641.16,613.5,5233.14,154.75,2136.66,0.0,57427.06,8092.91,460.5,6384.23,75026.99,5556.25,5553.25,107572.73,198933.95,102052.4,25167.71,6877.48,3.0,5513.41,2955.0,12702.23,62.0,74181.0,103766.63,18272.64,75926.9,3.0,56174.87,65541.04,6305.16,39.0,6850.66,0.0,20120.96,4367.66,30031.21,18222.64,3095.16,136067.91,25334.05,1203.91,95983.95,9179.75,372.66,4091.25,309.0,3788.98,1335.0,20110.16,63079.19,22272.91,929.0,4188.41,3515.91,5553.25,7446.57,76.0,10390.16,5246.5,0.0,42514.94,7202.5,97812.15,5405.25,8058.32,103.0,5553.25,307.0,4188.41,18243.39,352252.95,46489.1,4.66,834.0,11839.23,48016.17,36566.37,48677.46,37328.76,4042.5,69460.63,26275.57,97691.01,6359.82,18507.14,13265.23,541.0,1386.75,694.5,22017.55,119532.62,40001.1,1110.75,5553.25,36907.74,19757.96,56033.4,17973.55,102729.77,160.5,42470.42,53203.78,12589.5,6015.32,95859.06,125568.7,16898.64,191088.06,780.0,176.0,7913.91,96504.2,85.66,58958.01,17205.41,11184.5,16127.57,36984.87,22919.14,156.0,8743.75,46196.35,0.0,106314.0,67468.33,5798.0,9075.89,67155.26,11778.14,83744.71,97894.83,4.66,42291.79,26349.98,4188.41,4188.41,36.0,75845.63,0.0,29113.48,0.0,6167.57,20787.05,11966.14,132378.91,85177.54,0.0,36.0,261140.66,43845.92,68442.7,8568.5,34500.62,75491.25,16681.57,273897.48,6314.14,869.0,103607.22,49.66,132365.16,5444.91,5434.41,86952.56,8630.57,67286.76,103.0,0.0,16027.89,17159.91,1305.0,11855.66,8906.82,0.0,6073.0,198303.76,5750.0,6.0,3083.07,15824.73,36.0,4.66,49541.67,81256.88,61073.77,39.0,62981.85,10694.0,39.0,11504.64,59882.6,103.0,559.5,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,S10,157,6595.54,84352.8,139964.63,21186.65,105370.61,48254.22,5504.29,144436.68,12.0,32422.11,10561.17,155734.16,69749.33,2040.0,72963.13,59542.47,3424.42,53756.17,41112.67,19619.85,12457.36,12944.05,2648.5,6683.92,829.34,935.17,10226.19,53.0,2905.51,3.67,76060.05,10704.54,624.0,9506.45,99686.9,6762.27,6751.77,145877.49,263362.31,137302.93,32530.83,12167.75,10.5,6852.68,5715.33,15150.94,11.0,110615.97,132083.0,25870.66,102183.93,10.5,71426.44,96209.95,6798.08,43.0,7875.95,3.67,28090.01,5738.37,37459.0,20309.24,4483.8,173988.15,31099.7,2187.76,125951.59,12779.95,465.87,2217.87,30.0,6339.73,1690.23,23933.23,75800.97,25881.19,1004.33,4749.29,5707.09,6751.77,9842.88,30.5,12916.1,4436.0,6.0,55287.89,8808.57,117914.52,8407.11,8522.75,68.0,6751.77,832.0,4749.29,20858.88,363308.41,64018.93,33.34,1369.5,13543.59,61924.45,51337.93,58356.04,46909.26,5827.5,94254.88,29051.96,118566.23,10387.06,23948.04,17251.99,98.5,1701.42,1031.2,31877.12,165620.27,55856.98,1356.28,6751.77,53305.98,26060.94,78196.98,26362.35,138952.69,163.2,55230.7,68547.48,12055.45,8366.61,123768.95,169903.11,24264.71,273823.92,1542.5,77.0,10068.49,117404.24,231.84,72601.85,22123.43,13442.02,17366.62,46321.37,32403.04,98.5,6270.85,62847.63,12.0,141654.32,92355.8,3602.2,13485.79,89428.66,17154.41,99145.76,117659.95,33.34,65980.66,31450.17,4751.49,4749.29,20.5,107284.48,9.67,33102.64,3.67,6625.96,29934.25,16981.06,175534.92,111514.99,3.67,251.0,352690.38,61550.98,93951.5,10192.94,44958.12,109949.28,18439.95,370493.33,8081.22,178.2,129298.59,34.34,171435.85,7078.79,7392.02,117098.25,10517.05,86729.73,57.0,12.0,21486.43,21277.13,1757.0,14647.69,12445.62,12.0,7737.93,269956.1,5886.12,219.5,4886.88,21595.32,20.5,39.34,64724.85,101171.72,99404.09,37.0,83914.17,13593.04,31.0,14436.95,81578.22,10.0,30.0,12.2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,S10,158,5327.16,60121.19,94181.1,16930.17,80332.7,39959.85,6496.5,100116.48,2.0,23188.18,5716.82,114369.62,43764.69,4524.5,51025.0,45907.52,3063.33,39445.84,29806.69,18384.8,9434.17,12703.65,5389.5,3292.19,1149.16,1991.17,6252.81,99.0,4156.33,0.67,56850.3,9370.84,1479.5,7412.15,71187.34,5774.36,5767.36,104481.8,188685.89,103503.39,24144.66,10535.49,7.0,5098.34,5135.67,11437.99,0.0,74578.11,83600.6,17977.0,70964.51,7.0,52569.01,76016.13,4195.68,22.0,5885.67,0.67,18176.5,2527.83,22420.16,12389.66,2040.67,123714.87,22149.5,1032.33,94236.53,15247.34,342.33,2262.17,33.0,2223.17,768.17,17491.05,49258.02,18374.01,453.17,4400.5,3298.0,5767.36,8080.16,30.0,8764.68,6201.0,0.0,40583.52,7035.69,73376.9,4171.84,6166.99,13.0,5767.36,151.0,4400.5,14815.17,230152.32,43887.36,100.66,696.0,8895.15,51838.96,34194.68,37185.85,30531.29,9304.5,67527.32,20776.19,88633.71,7544.83,16095.51,13573.52,64.5,1387.67,1074.5,24960.67,118198.29,42575.49,1041.67,5767.36,44175.12,20153.64,54449.29,19038.66,99360.99,22.5,38406.81,42056.06,8178.18,5403.84,86480.02,122215.71,17106.16,150731.84,497.5,36.0,6738.18,88562.66,113.66,56969.99,16861.55,9091.88,9362.51,30205.01,24997.17,76.0,4740.02,46120.01,2.0,101551.65,68863.85,773.0,5390.82,67546.02,11103.32,77924.25,83045.37,100.66,32157.43,19934.51,4400.5,4400.5,13.0,70992.34,0.67,29396.34,0.67,4202.49,22380.0,26477.64,124810.83,81559.01,0.67,50.0,248437.57,34037.84,68193.16,9137.53,32079.0,75584.77,11347.18,266894.67,4641.48,142.0,89532.45,100.66,129576.71,5113.5,5163.67,88649.35,6209.49,59656.68,13.0,2.0,15059.49,17022.02,1615.34,12137.68,8095.88,2.0,6862.7,199290.87,4476.51,82.5,1922.0,13838.84,13.0,100.66,47844.47,74017.48,43934.6,20.0,61660.85,8045.68,20.0,9271.48,57307.37,11.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,S21,159,8049.17,91239.09,148152.37,24184.52,115474.39,55412.18,8856.26,143844.05,39.0,35511.97,8601.6,157666.16,64879.46,1823.5,73215.72,64021.2,4066.26,55610.22,45373.62,12304.95,11752.11,10049.35,4190.0,10802.77,1253.17,371.5,6973.52,140.0,3350.67,0.0,75019.8,12902.6,205.75,7033.35,109199.14,9230.09,9230.09,148390.51,286853.48,152664.71,36544.63,9984.44,0.0,5765.01,4035.09,15645.35,18.0,100999.44,146534.55,28284.54,112733.33,0.0,75860.07,80234.03,7835.6,76.0,8919.67,0.0,23926.99,6714.76,37919.31,19303.27,4374.67,187667.87,35429.8,1237.42,133296.49,12011.34,125.51,3239.25,105.0,3641.39,1337.34,29805.62,78619.75,33639.67,1368.34,6408.26,3425.01,9230.09,10537.43,37.0,14653.53,5289.0,0.0,58485.18,11592.52,140706.78,4694.68,10193.34,74.0,9230.09,1077.75,6408.26,20292.79,433340.11,61170.28,0.67,363.0,19007.76,63132.01,50845.5,67056.61,40676.98,7070.0,97417.84,31634.18,133132.68,8978.27,26942.97,19064.03,62.0,1095.75,1230.5,32565.05,157702.12,53148.51,1474.09,9230.09,48677.69,27171.7,70961.61,27122.46,149956.95,83.5,57779.51,73256.98,15717.43,6349.93,132695.37,182082.95,23512.95,266974.72,1410.25,72.0,12581.19,134995.52,126.67,78678.59,28982.12,20067.86,19706.04,49493.14,32375.88,65.5,8163.52,67199.28,39.0,156346.23,98046.65,1084.0,12735.43,99097.31,17082.36,122245.14,138292.77,0.67,55995.07,34846.19,6408.26,6408.26,37.75,102721.16,0.0,37000.55,0.0,4665.18,32167.3,16440.18,194182.76,113907.32,0.0,64.0,378233.59,56005.46,109173.36,12104.34,51209.23,103621.94,20344.88,409205.44,3434.11,213.0,136941.86,73.67,165423.91,8003.26,7774.6,125324.25,9103.59,97186.95,35.0,39.0,18093.86,25725.44,1536.34,16995.19,10898.81,39.0,11092.52,294815.72,8627.34,54.0,2503.77,21631.12,37.0,0.67,66179.17,114253.91,95728.66,37.0,92649.28,15150.84,37.0,13095.93,87804.8,35.0,62.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,S21,160,9040.52,117326.68,196419.12,29109.77,135924.84,66942.32,9320.17,176701.77,0.0,44410.33,12356.69,191806.38,84834.17,4423.0,91762.79,84367.39,4499.84,68299.44,53959.25,18141.13,16804.67,12720.19,3231.0,13557.81,1247.51,844.67,8114.2,445.92,3403.84,20.33,93964.24,14287.91,996.0,10599.36,130205.94,10728.97,10705.47,176439.27,353537.3,181917.4,41645.37,13581.27,23.5,8189.83,6255.25,17354.52,69.0,128239.15,194328.87,32195.18,134391.37,23.5,93491.62,114901.72,9731.4,93.0,9403.17,7.33,34360.09,9531.42,50795.11,27498.95,6570.92,226164.63,39853.1,2681.01,169920.98,15891.58,1471.17,4431.58,0.0,9027.65,3279.66,37010.37,99393.95,35764.01,1267.33,7507.17,6112.17,10705.47,11847.43,170.5,17718.81,5638.0,0.0,73331.85,14908.55,165533.7,10247.91,10561.52,0.0,10705.47,886.92,7507.17,23888.76,482212.72,76819.08,25.01,1429.5,16215.53,76292.98,65663.92,76222.77,52763.42,6730.0,120293.98,40727.09,151559.27,11985.84,32665.25,24373.32,336.67,2092.5,1360.17,38671.76,194457.43,68179.87,1682.16,10705.47,62148.82,31259.63,90354.5,33054.52,176022.34,76.5,67366.15,94046.86,17681.08,10069.17,154831.4,216841.71,30642.61,373295.35,1833.67,172.0,14624.07,153977.87,200.51,97557.14,34838.7,24255.95,26117.57,59919.1,39197.53,75.5,8968.22,81533.43,0.0,179923.52,118701.26,1808.0,13981.03,118537.1,19237.11,144386.27,156050.9,25.01,92644.07,40434.18,7509.17,7507.17,82.5,149124.55,7.33,43417.67,7.33,8058.1,38515.1,18059.54,227194.01,141980.93,7.33,46.0,454470.83,79396.92,123478.49,16613.97,60848.51,129668.71,28258.73,476681.51,6930.61,243.0,174261.04,62.01,215851.51,9180.67,9356.33,150535.04,11400.1,114433.43,25.0,0.0,26361.69,29920.32,2712.66,20734.24,17100.29,0.0,12839.04,346450.84,9545.74,658.0,6675.1,27504.58,69.5,25.01,80570.57,132703.72,144262.3,93.0,106656.84,17803.41,93.0,17355.37,109667.99,0.0,211.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,S21,161,8693.18,87464.32,156379.54,25257.51,99677.13,54518.78,8761.59,143517.52,0.0,34075.93,8652.95,151894.99,109746.03,2258.0,78404.67,65432.79,4545.76,59595.2,47908.08,8984.49,12670.76,5633.37,1575.5,11398.06,1014.68,1051.83,7147.05,542.0,1516.01,18.33,75243.64,10441.75,614.75,7270.37,98623.92,8720.89,8715.89,146893.47,284744.66,134331.21,32500.13,9972.28,5.0,6507.0,5327.08,16772.03,0.0,97783.14,150618.27,24661.36,101817.59,5.0,84507.37,84089.33,9939.41,113.0,8751.17,7.33,36030.29,12097.76,52538.13,29502.45,7315.67,195802.72,36688.95,4055.76,139986.52,10090.66,1548.01,4192.58,0.0,7160.35,3323.83,30965.54,95734.04,36245.33,1726.83,5888.09,4913.84,8715.89,7728.77,149.0,16304.66,2242.0,19.5,69056.29,15283.81,157726.95,10666.66,11416.19,0.0,8715.89,1150.25,5888.09,24944.44,571534.98,65042.04,199.68,720.0,19942.62,54179.37,52707.45,80144.44,45706.7,2685.5,93988.3,39428.49,140034.78,11429.1,28500.1,19722.5,186.5,2156.08,767.0,29745.53,153262.09,51183.66,2877.08,8715.89,45834.89,29917.9,65584.81,24279.79,134188.74,613.5,67567.02,94255.16,18210.57,7684.59,136509.67,173574.34,24017.45,339350.6,2151.75,176.5,13013.16,127515.14,385.68,70276.25,28463.04,20106.62,32907.67,56026.12,27396.19,510.5,11706.48,59889.39,0.0,138321.85,94619.07,14175.0,12914.79,91893.72,15916.04,113981.29,149249.55,199.68,84847.53,38684.01,5888.09,5888.09,130.75,133564.78,7.33,42374.18,7.33,7741.19,26313.45,8246.72,171539.01,112751.2,7.33,157.0,362752.27,64779.74,87054.64,12988.47,48177.38,90369.98,34492.0,352779.6,5321.13,789.0,183105.08,277.68,188590.88,6882.09,8548.92,114065.34,12727.94,89611.06,13.0,0.0,25089.37,24498.07,1807.66,15940.16,16348.55,0.0,11451.8,262680.37,9357.99,16.5,8683.43,23005.93,108.0,199.68,57713.86,103708.89,106947.38,113.0,81307.55,16034.82,113.0,16450.63,83332.53,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,S28,162,15262.0,181155.27,282499.85,46446.16,225445.45,109951.13,19255.33,282879.1,23.0,71123.48,16471.33,326006.26,126494.95,4343.0,137443.62,128471.29,7369.83,118422.15,86446.82,33616.16,22256.49,24323.33,9787.0,18377.49,2266.5,1125.0,11634.33,576.0,5098.0,0.0,149553.46,24878.66,638.0,15594.33,219272.62,17821.33,17820.33,296736.25,566472.96,299818.42,72104.82,18427.16,1.0,9541.83,8653.33,28769.33,0.0,197950.28,289374.38,54622.32,222279.11,1.0,150073.31,170760.6,19180.66,71.0,21568.5,0.0,46393.64,18804.33,82798.48,43778.83,11105.5,392744.9,72332.15,1206.0,260364.58,22742.33,265.33,6702.0,0.0,9584.31,3067.33,55502.15,158286.14,69317.0,3308.33,12544.33,5626.83,17820.33,21765.83,12.0,29116.32,12971.0,0.0,116145.8,24010.99,286981.76,12960.66,19333.0,52.0,17820.33,685.0,12544.33,42671.32,935444.02,118085.46,0.0,1278.0,34816.0,122649.64,103151.47,141970.33,86232.32,16921.0,200138.11,63879.33,271210.47,14512.16,57037.48,35992.49,0.0,2335.5,2057.5,62452.15,313147.41,105168.47,1625.33,17820.33,108041.97,53601.66,151287.97,51787.82,298292.77,7.0,119420.14,142325.94,28052.66,12573.83,268911.3,363674.6,47223.99,493537.75,1499.0,11.0,24971.49,276205.44,212.0,158542.14,55730.65,36197.82,41039.15,94832.15,61674.15,140.0,22864.49,132064.96,23.0,316660.26,193788.78,1056.0,26631.0,185581.28,36342.66,245280.94,288003.97,0.0,107168.08,74250.16,12544.33,12544.33,40.0,189614.7,0.0,71336.48,0.0,9406.33,59271.65,35648.0,385428.58,235272.08,0.0,83.0,755085.29,107157.79,199527.77,23195.33,106360.98,207290.28,41865.48,813119.66,9496.66,23.0,284182.89,209.0,339576.38,15776.33,15561.66,245006.11,25131.0,196000.96,0.0,23.0,35680.66,50840.49,1621.33,32923.99,25823.14,23.0,20131.49,570663.2,18607.33,194.0,6254.66,40686.32,3.0,0.0,134654.31,226231.95,182063.54,48.0,182347.46,32093.33,48.0,23970.5,169650.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,S28,163,6388.58,92492.88,156374.97,26237.24,108428.59,53790.93,6672.66,139165.03,11.0,35084.05,9594.07,152140.58,61232.4,3599.0,73046.82,65392.17,3242.99,56489.56,42925.16,13481.8,12781.23,7385.65,2040.5,12444.91,672.83,525.67,6408.48,135.25,2076.0,9.67,73042.4,11266.74,1394.0,7944.9,103907.83,10290.6,10239.6,138728.56,279327.67,142902.7,32384.39,10953.48,51.0,6890.25,4415.16,14070.74,21.0,99326.2,145963.55,24679.64,106676.39,51.0,77572.88,83719.66,7993.83,273.0,7204.34,9.67,29911.44,7765.49,43548.87,22738.83,6196.84,183222.24,33775.55,3090.75,129528.42,11214.58,1281.49,3777.92,0.0,6597.11,3600.66,31413.67,86542.22,29720.93,1037.16,5763.91,4658.41,10239.6,9013.24,309.0,13320.31,3128.0,0.0,61196.95,13931.16,138289.48,9151.57,9964.33,11.0,10239.6,1251.5,5763.91,18562.06,393495.78,60083.44,60.33,1269.0,16214.41,58373.67,53676.03,65540.86,42485.62,4521.5,92688.46,35983.27,126683.24,9012.65,26018.63,20773.25,164.5,1037.42,836.5,30089.72,150826.96,53668.6,1503.41,10239.6,47747.41,25022.14,67731.25,26590.22,138876.29,61.0,53885.27,74453.74,15516.16,8487.17,131142.64,175545.91,24471.31,320382.31,2070.5,258.0,12116.07,123686.88,313.33,78642.53,31077.92,22674.84,20605.05,52893.9,27850.8,40.0,6572.74,62952.84,11.0,146539.68,90815.15,184.0,13260.75,92319.23,14904.48,113868.84,133754.24,60.33,83769.15,35232.0,5763.91,5763.91,209.0,126217.75,9.67,33653.29,9.67,7216.07,30649.05,12629.82,178721.24,108597.48,9.67,186.0,358429.61,65534.75,99427.87,14069.02,49442.63,101132.61,22719.71,374660.66,6727.64,131.0,146843.01,60.33,166670.27,7082.91,7295.57,118044.9,8470.58,91432.43,0.0,11.0,24140.4,22583.91,2626.83,16661.32,15544.64,11.0,11749.67,268725.59,8188.0,127.5,5918.07,22489.56,220.0,60.33,63152.69,105427.89,121296.71,262.0,83775.68,14451.17,262.0,16491.16,86492.42,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,S28,164,6778.75,76937.19,131512.7,21981.77,89148.65,38652.61,6421.51,114194.2,0.0,27949.31,6503.26,113830.47,54205.65,1011.0,63412.89,51488.38,4882.51,45095.8,41343.54,3195.02,9231.78,2323.01,864.5,14615.78,494.5,114.0,5238.01,109.25,901.0,0.0,58337.12,8709.77,386.0,2959.26,87387.39,11018.76,11013.76,112334.0,244963.37,119390.24,28354.29,7135.52,5.0,4663.76,3017.01,16173.26,0.0,78749.16,123934.11,22190.54,90942.17,5.0,67301.32,48499.7,7611.02,130.0,6328.5,0.0,26780.58,7702.01,42379.81,16975.01,4478.0,154939.05,35088.3,2099.75,100280.01,7057.26,727.01,1795.25,0.0,6190.57,2060.01,33275.55,71378.83,32696.25,796.01,5655.76,2574.26,11013.76,6270.76,125.0,12403.04,982.0,17.5,55702.6,13186.03,145843.97,6188.27,11687.0,2.0,11013.76,2935.0,5655.76,18869.79,407845.69,47013.62,13.0,381.0,25845.25,37152.83,42667.34,71581.51,36549.04,1327.5,74848.42,30294.76,118466.84,7900.02,23169.56,19261.78,120.5,1183.25,424.5,24225.8,115208.27,36321.59,1518.26,11013.76,24636.09,22447.02,42895.09,22898.79,113913.94,64.0,53961.08,74356.18,18145.52,4928.01,116934.6,150336.7,20600.53,264236.75,3317.5,137.5,12184.78,105255.68,203.0,61020.33,31965.8,25629.54,21263.3,45816.8,18179.05,62.0,5910.78,52979.37,0.0,128828.22,72568.91,1576.0,14261.25,75345.66,11915.52,95868.93,133661.34,13.0,55490.01,33369.02,5655.76,5655.76,131.5,103829.15,0.0,35524.56,0.0,3493.76,25223.8,3044.5,152159.51,79355.26,0.0,120.0,299855.63,56736.63,97796.19,13874.51,41113.56,64466.41,21946.81,309473.02,2422.02,0.0,123892.33,78.0,120527.86,5934.76,6292.77,95513.67,3908.25,74050.62,0.0,0.0,15818.77,18938.28,1696.51,13130.03,10153.58,0.0,14659.53,225529.4,9509.01,73.5,3887.77,18740.79,125.0,13.0,45901.82,93048.15,71480.13,130.0,72742.87,14089.51,130.0,15529.5,69796.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0
1,S30,165,16221.75,117317.5,208511.25,41698.25,173717.5,69237.5,16129.5,226573.0,0.0,52501.75,11851.75,246866.25,88569.0,3709.0,100391.75,84319.25,5112.0,88020.75,75325.5,23457.0,15204.25,16321.5,5776.0,9396.75,4256.0,674.5,11853.5,14.25,6187.5,5.0,111763.5,22117.75,417.0,9477.25,155499.25,12638.75,12638.25,226395.25,371717.25,231454.5,55811.75,14564.5,0.5,13697.25,8047.5,22033.75,0.0,144718.0,178119.25,35270.5,166054.0,0.5,131475.25,133788.0,12684.0,6.0,10985.0,5.0,32267.5,11362.5,53312.75,29631.5,6570.5,266901.75,53546.75,1222.75,208069.75,28735.75,139.0,7360.25,4.0,3880.0,2479.5,39072.5,122096.25,57951.75,4027.0,8555.25,6124.75,12638.25,15645.25,8.5,18147.0,6959.0,20.0,90196.5,15009.5,200999.75,8417.25,13909.5,21.0,12638.25,958.0,8555.25,29049.75,587828.75,94959.0,1.0,1900.5,23471.75,93044.25,77837.75,106927.0,62238.0,9187.0,139269.25,46186.25,233685.25,16594.0,42375.0,27319.75,96.0,1567.75,4254.0,47384.75,239125.5,72320.0,2335.25,12638.25,91782.0,37803.5,107144.0,37393.25,212614.75,0.0,100673.0,99741.0,26467.0,15031.5,215374.5,285244.5,33980.5,325715.0,1708.0,28.0,18994.75,187501.5,19.5,115562.75,40563.25,22030.0,20015.25,70047.25,63560.0,58.0,5504.75,98794.75,0.0,237430.0,148181.25,168.0,21847.25,151082.0,23314.5,181586.25,219815.75,1.0,87193.75,53812.5,8555.25,8555.25,220.5,155700.25,5.0,60751.5,5.0,4668.25,31010.25,30154.5,271576.75,162597.0,5.0,5.0,548251.0,83929.0,122634.0,16341.0,69345.5,138151.75,20269.25,596636.0,5676.5,0.0,234829.5,8.0,245027.0,11737.75,11154.25,182996.5,22644.25,139383.0,0.0,0.0,29630.25,38908.75,621.5,25087.5,16412.5,0.0,17406.0,454668.5,7662.5,144.0,3874.25,26338.75,5.5,1.0,98683.75,151770.5,113878.75,6.0,136235.25,24570.0,6.0,14378.0,122864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
