timepoint,pond,ID,ko05340,ko00564,ko00680,ko00562,ko03030,ko00561,ko00440,ko00250,ko04062,ko00740,ko04940,ko00010,ko00195,ko03450,ko00760,ko00920,ko00311,ko00310,ko04146,ko00600,ko04141,ko04142,ko00604,ko04260,ko05142,ko04973,ko00510,ko05110,ko04974,ko04976,ko00450,ko01051,ko00565,ko00524,ko00300,ko05222,ko05416,ko00260,ko00190,ko03440,ko00750,ko00950,ko05140,ko00592,ko00591,ko00590,ko00062,ko00061,ko03070,ko00253,ko03060,ko04370,ko00380,ko00500,ko05120,ko04666,ko04964,ko04960,ko00625,ko00624,ko00627,ko00626,ko00621,ko00620,ko00623,ko00622,ko00270,ko00940,ko00941,ko01053,ko00943,ko00100,ko00945,ko05016,ko00071,ko00072,ko05219,ko05215,ko05211,ko05210,ko01055,ko00902,ko04910,ko00531,ko04916,ko00360,ko00633,ko00630,ko00363,ko00364,ko05130,ko04115,ko00121,ko04914,ko00430,ko02010,ko00130,ko04330,ko03050,ko00361,ko00040,ko00730,ko00362,ko01040,ko00603,ko03018,ko00281,ko00280,ko03013,ko04626,ko05200,ko00312,ko05020,ko05143,ko00523,ko00520,ko00521,ko05146,ko05145,ko00052,ko00053,ko00051,ko00401,ko00400,ko04020,ko00350,ko00480,ko00643,ko00642,ko00640,ko00720,ko00960,ko02020,ko00120,ko00965,ko03008,ko00290,ko04614,ko03410,ko05010,ko05012,ko00980,ko00410,ko00983,ko05150,ko00791,ko00790,ko05131,ko00020,ko00710,ko00196,ko02060,ko00340,ko00785,ko00550,ko00650,ko05220,ko02030,ko03320,ko04612,ko04621,ko04622,ko00910,ko04971,ko00460,ko04970,ko00830,ko00780,ko00511,ko00970,ko00030,ko04972,ko00232,ko00230,ko04122,ko00540,ko05014,ko00660,ko03020,ko00982,ko03010,ko00140,ko05100,ko00860,ko05410,ko00330,ko00908,ko04930,ko03430,ko00906,ko00900,ko00901,ko04520,ko00903,ko00471,ko00472,ko00473,ko05111,ko04810,ko04210,ko00240,ko04011,ko00944,ko04113,ko04070,ko04640,ko04310,ko03420,ko00770,ko02040,ko04912,ko00670,ko04920,ko04144,ko00930,ko04112,ko04540,ko05322,ko04145,ko04740,ko05214,ko04114,ko04745,ko04012,ko04720,ko04722,ko00513,ko03040,ko01056,ko00909,ko00514,ko00533,ko00601,ko05414,ko04380
2,S30,166,10541.91,128035.5,204727.17,31694.65,156296.99,74244.38,11072.41,201799.82,38.0,49104.14,12102.48,219385.64,88587.47,4809.0,101898.17,90670.53,4461.08,86006.53,63242.38,21996.3,17256.49,13939.65,4141.0,13034.33,2519.66,788.83,9672.81,464.5,4878.99,68.33,106635.15,16054.66,1055.5,12059.4,144882.4,11707.98,11687.98,208882.16,382881.59,204302.32,48285.12,15496.4,20.0,10536.07,8079.42,20784.31,31.0,148859.83,211747.4,36759.64,149878.57,20.0,115496.86,120401.75,11934.07,111.0,11824.65,38.33,37092.14,9674.08,59147.3,31415.21,6358.15,258643.65,46681.8,2995.49,186631.46,17256.25,812.33,5459.83,325.0,6251.67,2413.67,39891.22,119327.33,45844.06,1168.67,8315.16,6398.16,11687.98,13676.32,103.0,18230.5,5694.0,0.0,84622.51,15979.08,186467.88,10338.59,12489.65,146.0,11687.98,1010.75,8315.16,27596.72,554235.29,88518.42,101.66,2091.0,18920.06,83117.85,69926.87,93037.91,62131.34,8223.0,134375.22,50667.54,194724.37,14177.74,36867.31,26522.96,156.0,2334.83,2677.0,44556.38,216119.13,75031.52,2297.17,11687.98,68619.17,37739.21,98643.57,37160.8,199371.51,31.5,80610.25,101564.37,22328.5,12282.89,189850.75,256135.49,34251.64,389786.53,2058.0,196.0,15872.41,170860.36,363.66,110404.75,38145.47,24791.98,27660.58,72693.43,45168.56,235.0,10341.25,88211.27,38.0,209900.83,131805.0,1317.0,16011.96,134701.69,21835.14,161050.29,190417.1,101.66,89953.49,46175.63,8315.16,8315.16,73.0,153533.02,38.33,50913.16,38.33,8582.74,40311.05,22995.14,255482.08,154305.66,38.33,33.0,501854.17,80077.67,137555.45,17549.56,63770.28,146449.42,29420.75,536713.97,8573.23,444.0,198022.71,164.66,247844.85,10331.16,10361.33,171247.05,14175.15,126521.92,113.0,38.0,34208.22,34308.82,2389.5,22526.66,18170.98,38.0,14302.32,393541.25,10525.83,303.0,5579.82,29811.48,53.0,101.66,92478.0,145626.88,136315.86,73.0,123369.18,20236.91,73.0,22677.55,121851.18,108.0,82.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,S30,167,5627.02,53039.49,96751.87,19436.88,68403.88,34420.15,5725.01,92590.94,0.0,21203.61,5562.68,101111.01,39651.86,2228.01,45838.31,41360.46,3401.09,41570.72,32953.13,8952.52,7133.17,7215.6,3040.35,6758.08,1726.59,1084.34,4205.67,152.17,2013.5,37.33,49037.83,6504.26,1079.76,3391.1,64728.32,6157.56,6141.06,94222.72,172915.09,90540.99,21224.2,7533.09,16.5,5161.92,3661.25,10410.68,0.0,62385.06,80728.7,15455.67,65669.57,16.5,61031.26,51135.3,6207.25,374.0,4355.33,36.33,24258.69,6223.09,35429.48,18243.04,4979.83,123464.64,23790.55,4244.42,83423.75,10296.6,1162.0,5549.1,4.67,3830.51,3565.34,21048.98,66877.18,24726.86,671.76,4048.67,1978.75,6141.06,6027.09,461.5,8335.34,3289.35,64.0,44599.61,9218.68,96858.14,7984.93,8284.17,0.0,6141.06,1886.75,4048.67,16037.19,254879.32,36596.96,30.0,1401.51,14085.42,34782.47,34442.7,53668.53,28754.98,4543.11,56497.14,27249.62,102225.26,6762.01,14065.36,12214.98,201.0,1965.33,1646.59,20570.51,97427.85,31982.54,1509.42,6141.06,26317.11,19486.28,41351.16,16871.18,86180.15,11.0,41453.39,45241.63,13336.77,8085.58,101098.35,117818.45,16549.27,165817.99,2932.42,521.0,7310.34,79354.34,505.5,47597.23,19530.4,12862.81,14200.94,41202.55,19492.39,220.17,4628.0,41623.37,0.0,96300.88,57012.06,1551.0,10899.15,59822.23,8975.26,69221.4,101015.74,30.0,27329.11,23605.79,4048.67,4071.67,371.0,82153.71,36.33,29163.05,36.33,6166.02,20295.6,9799.37,109277.52,62768.02,36.33,375.17,227060.53,39335.38,59467.92,10072.15,29067.2,55741.9,15487.61,230976.51,5616.34,45.5,94522.56,141.0,109242.82,4367.17,4885.09,72736.89,5350.92,56083.15,6.0,0.0,22831.62,13945.34,1039.33,9591.51,6414.19,0.0,8414.98,174336.36,5096.83,22.0,3678.58,13140.84,357.5,30.0,36825.46,66622.65,35020.45,374.0,54936.55,9016.94,374.0,15624.94,51356.45,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.35,4.67,0.0,0.0,0.0,0.0,0.0
1,S32,168,15331.25,165634.77,263903.6,43110.91,225542.95,101324.13,15949.83,280997.6,0.0,69167.73,15785.08,302446.51,122766.95,2635.0,128985.37,116419.04,5850.83,106518.9,83518.32,16517.16,24185.24,12630.33,4951.0,14615.74,3605.5,927.0,11186.33,305.75,6570.0,0.0,142620.96,24337.41,210.0,10485.08,209868.37,15524.08,15524.08,282170.5,522286.21,301795.92,70746.57,19469.66,0.0,11295.08,8556.83,25609.08,0.0,205237.28,267485.63,56222.32,219583.11,0.0,143675.56,158829.6,16629.66,0.0,18892.0,0.0,37799.64,15311.83,71245.23,33022.83,9256.0,364856.65,66899.4,1559.75,250749.83,26237.08,175.33,5942.75,29.0,4856.31,2806.33,49958.15,135210.39,63744.75,3306.33,13262.08,5718.58,15524.08,20144.58,4.0,26772.82,5315.0,0.0,110263.3,17942.49,258968.51,10324.91,16156.5,6.0,15524.08,657.0,13262.08,39118.07,743787.77,104894.96,0.0,873.0,30563.75,108858.39,88775.22,123979.33,78605.82,10767.0,189506.86,52890.08,261328.22,19902.66,60334.48,34504.74,11.0,1536.25,3514.5,59373.9,300290.91,95015.47,1285.08,15524.08,89224.47,44422.16,134871.47,48098.57,285953.52,0.0,112668.64,129164.44,28313.66,13512.33,259552.8,360215.6,44949.49,468682.75,1248.0,10.0,24003.74,252822.94,147.0,152563.89,52140.4,30171.82,28487.4,84681.4,68459.15,28.0,9134.74,131054.21,0.0,302796.76,190441.53,456.0,27331.25,185124.78,35576.16,233386.19,258657.22,0.0,128955.33,67060.16,13262.08,13273.08,44.0,180885.95,0.0,68476.48,0.0,4780.08,56438.4,18111.0,373581.83,223157.58,0.0,21.0,714520.79,91548.29,205573.27,19224.83,97170.48,205593.53,28977.73,804478.16,4385.66,18.0,275511.89,122.0,315994.38,15672.08,15265.41,240890.11,24830.75,186564.96,6.0,0.0,31097.91,48377.24,1099.33,32480.49,26605.64,0.0,19048.99,567796.7,15115.33,42.0,7554.91,37966.07,0.0,0.0,129544.56,208643.45,218960.29,0.0,178334.21,28776.33,0.0,16145.5,174552.45,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,S32,169,7770.66,93997.45,165505.66,25616.75,113686.27,56412.11,7327.25,146938.3,11.0,36365.43,10374.07,157980.37,71705.88,2947.0,76822.34,69745.36,4033.75,53623.16,44210.09,11669.64,13644.09,8069.32,2932.0,11194.27,1187.66,780.0,7269.48,84.75,3161.66,8.0,79869.89,12407.59,1358.0,7848.32,108343.25,8488.09,8464.09,145349.23,299754.53,154395.31,34908.07,11475.41,24.0,6036.5,4457.59,14337.07,12.0,105462.94,147986.87,26430.0,112185.18,24.0,75132.0,94356.84,6904.59,163.0,7271.16,8.0,28340.18,5984.75,38751.25,18728.73,4373.16,185395.11,32659.75,2263.91,139609.54,14090.84,1454.0,3679.25,0.0,7074.86,2814.84,29867.61,76190.16,27078.66,1076.34,6306.25,4408.75,8464.09,9577.41,182.0,14875.02,3366.5,0.0,58879.09,12067.77,130674.63,7595.18,8372.82,11.0,8464.09,1034.25,6306.25,20420.0,369759.16,61832.68,31.66,1008.0,13566.98,62962.64,52245.68,56236.3,40021.37,5582.0,98580.41,30557.16,120649.07,10691.75,27188.18,19234.75,57.0,1390.25,1292.0,31803.0,161860.3,56338.41,1015.09,8464.09,49791.55,24412.89,71992.46,27075.41,146627.73,90.0,51167.14,73010.15,14413.18,7329.91,126702.21,178868.5,24579.16,296089.31,1662.5,158.0,12350.68,129474.32,184.66,80032.23,28803.11,19667.36,18322.52,47738.07,33728.59,119.5,5076.02,69960.43,11.0,150425.98,100087.02,1140.0,10890.39,99536.45,16308.82,120498.33,124814.64,31.66,77600.13,32664.16,6306.25,6306.25,139.0,125407.23,8.0,36724.52,8.0,6163.66,32592.5,14995.64,191316.5,117191.63,8.0,104.0,377726.08,63893.59,103102.91,12745.09,51717.16,106434.94,20563.36,401386.16,4183.57,14.0,144544.94,56.66,176039.4,7905.75,7872.59,123964.84,9636.07,94613.34,0.0,11.0,21077.32,24573.43,2500.84,17934.18,14258.04,11.0,10701.02,290232.36,7486.84,131.0,5537.75,22903.59,128.0,31.66,65639.8,109888.98,123196.69,152.0,88618.68,13989.59,152.0,13623.89,92349.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,S32,170,10540.9,117651.6,201917.23,37517.52,138788.61,65941.93,10242.73,183250.04,0.0,43352.23,10998.3,191494.36,94374.96,2624.0,97745.41,81871.15,6362.57,71453.44,61801.13,10984.87,14567.12,5969.81,2061.5,18805.12,1197.66,434.82,8168.97,266.08,1683.82,27.66,93926.76,12921.97,1199.75,6311.39,135777.14,14584.45,14573.95,180590.53,377659.53,184897.43,43959.05,11838.71,10.5,6911.05,4582.74,22199.21,0.0,124844.52,179942.78,34174.92,141410.35,10.5,104307.4,88937.74,11985.21,385.0,10667.47,27.66,43496.81,11691.24,64080.06,29914.17,7793.47,246871.41,51403.4,5053.65,158329.43,12423.4,1889.49,5608.66,24.0,9384.29,4437.83,46717.63,114457.84,46021.86,1307.16,8699.48,4276.23,14573.95,10859.64,464.5,19023.8,2633.0,0.0,82464.19,19314.13,209019.1,11154.07,17029.81,8.0,14573.95,4349.08,8699.48,30280.08,603119.07,76080.59,118.66,1495.5,34788.97,62937.19,69269.34,102289.08,58912.61,3566.5,118615.26,45961.14,179047.5,12182.22,32908.82,27678.82,177.83,2360.49,1082.33,39303.48,187516.0,62650.41,1962.83,14573.95,46035.42,35842.1,75622.13,34674.25,179438.74,13.0,80784.72,104356.41,25770.38,9413.36,184715.69,231445.91,31653.51,369828.28,5447.58,474.0,17253.54,165429.15,534.16,96797.04,44059.55,33381.41,31560.2,73064.67,31350.56,186.0,10423.22,81573.54,0.0,200107.53,114893.14,5881.0,21427.61,115483.24,20046.28,149326.63,200591.69,118.66,66764.24,50337.24,8699.48,8699.48,385.75,154258.63,27.66,53167.76,27.66,8837.23,40322.9,8428.64,238386.4,129920.89,27.66,376.0,469328.86,86510.11,141251.28,19864.44,62619.54,107137.98,32879.53,488166.18,7638.55,71.0,197386.91,159.66,202068.01,9351.98,10269.81,149857.56,8660.98,116257.93,20.0,0.0,30951.69,30154.27,2050.32,20381.62,13585.62,0.0,19043.61,353043.7,13313.48,60.5,6206.45,29039.1,374.5,118.66,74914.32,143431.79,89442.95,385.0,113051.36,19619.8,385.0,26896.54,108380.4,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0
1,S9,171,7708.3,105175.45,166035.9,27540.97,129398.4,61008.06,6569.82,178668.85,0.0,39579.27,11627.41,191823.63,107100.6,2439.58,91344.85,67255.08,5240.08,62105.59,49736.68,21261.13,16487.05,16825.69,4709.0,6491.25,1001.33,935.27,10260.13,0.0,4445.83,0.27,91682.48,13028.23,715.77,12172.86,122410.17,7843.25,7832.75,177755.38,325623.62,171445.93,42297.86,13319.43,10.5,7124.83,5357.04,17494.55,54.0,124573.14,158826.51,32116.43,127472.77,10.5,82029.52,119992.72,7649.81,39.0,10221.93,0.0,33767.07,5422.53,43624.29,25435.33,5088.36,209652.18,38443.96,3134.08,153524.89,13619.95,1046.53,7689.7,1038.0,6769.89,2746.4,28198.34,91891.45,26842.72,1460.5,5569.55,6906.35,7832.75,12719.9,225.5,17945.24,8058.0,0.0,61388.55,9819.06,136804.88,10280.99,10133.56,342.0,7832.75,1000.0,5569.55,28671.06,433467.68,79693.08,3.33,1690.5,15241.39,68353.07,59062.14,61953.94,56767.56,7429.0,112388.78,31407.18,141670.9,12893.98,27757.56,20322.48,214.81,2141.25,1743.7,40571.52,209908.7,71169.83,1921.72,7832.75,64594.16,28924.51,98319.17,30641.38,170325.21,308.2,61548.3,81292.4,14508.99,8778.18,151046.22,212184.2,28595.48,321264.25,2240.5,561.0,11582.25,144386.53,519.33,88610.51,24641.27,14678.0,22925.88,54829.0,41981.83,401.0,9365.35,77384.09,0.0,170226.9,114168.25,11321.2,18035.2,109984.78,21980.14,132971.36,137420.85,3.33,80244.11,38360.37,5576.75,5569.55,24.5,125716.61,0.0,42249.87,0.0,10282.61,34740.13,18886.52,219976.43,138438.17,0.0,250.0,432733.7,70173.98,110509.97,12470.02,52811.22,134172.6,24129.11,462655.83,10757.02,1346.2,170555.67,60.83,216891.27,8923.05,9608.26,146821.79,15267.86,109455.87,342.0,0.0,25060.49,28827.63,2197.27,19445.26,17212.07,0.0,8268.02,336349.96,6932.8,89.5,6674.86,25403.33,24.5,3.33,81056.3,124000.21,117358.28,39.0,100760.72,17092.24,39.0,15949.84,101609.73,342.0,205.0,349.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,S9,172,9672.35,111143.13,192784.75,32941.22,133548.94,64199.99,6561.47,192290.41,12.0,42569.69,15672.12,222964.26,79014.52,3481.5,95376.85,78806.58,2638.09,92266.95,61117.13,27674.3,13578.62,15736.52,1460.5,7963.11,1533.34,827.87,14030.36,153.0,1983.18,60.34,101816.64,12228.03,1377.5,12564.03,132600.85,7667.63,7560.13,202146.6,340108.87,172101.61,41501.87,15267.38,107.5,11291.87,8829.51,18554.97,2.0,154142.94,171718.48,27799.26,133260.7,107.5,122204.15,121434.7,9441.7,144.0,10325.87,29.34,51411.25,12989.34,72496.96,43468.12,9375.63,249878.39,43404.93,7167.44,157217.88,12397.62,1498.85,6905.85,129.0,10583.53,6848.5,28933.43,145702.9,44263.6,2610.5,4426.44,6423.44,7560.13,11290.52,517.5,16216.54,4529.5,19.0,81568.67,14651.36,175304.71,21356.76,12748.52,74.0,7560.13,1652.0,4426.44,28415.34,546626.59,78141.68,67.34,6421.5,20994.88,79522.3,67986.8,105745.33,75757.26,5129.51,118909.35,58437.85,194684.78,12069.79,30282.37,18584.85,8.0,2792.59,1916.0,37190.5,215924.46,71433.42,1859.26,7560.13,71919.6,38567.27,108196.26,32533.83,177754.17,81.5,82240.5,87581.23,19536.93,15867.66,193178.89,230702.75,33624.16,390639.61,4739.5,576.0,13429.62,154394.21,391.84,97683.58,26117.94,15536.9,29255.64,81795.03,43782.05,288.01,9646.77,77927.25,12.0,195421.32,112516.9,2381.0,21625.14,114457.99,21866.82,121135.97,189669.7,67.34,88213.39,53742.94,4426.44,4426.44,146.5,143945.06,29.34,40805.26,29.34,15360.96,34680.16,16989.37,224990.87,144047.25,29.34,436.0,466402.06,82535.05,91511.26,13521.48,59142.15,143725.49,31279.65,471130.28,16272.86,198.0,176440.14,38.34,233899.51,9016.44,8907.94,145092.41,15131.56,122825.39,58.0,12.0,49118.44,24815.33,1608.84,17371.64,14285.11,12.0,8504.13,344959.6,6481.45,101.0,9332.36,29497.9,92.5,67.34,87585.88,133344.85,134060.29,132.0,105893.42,22433.04,132.0,32547.8,105672.21,43.0,26.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,S9,173,3717.56,34228.73,58283.03,10041.02,40347.45,23181.49,3702.19,60248.0,0.0,13488.39,3810.81,68746.92,46279.48,1412.6,30866.55,25447.43,1641.25,26815.05,19684.6,6125.91,5583.21,3850.5,995.0,2406.75,793.5,957.88,3428.7,63.0,883.0,2.4,32455.55,4615.16,511.9,3175.56,39077.9,2844.75,2837.75,61667.59,107950.72,53261.14,13709.99,4910.62,7.0,3580.66,2820.46,6343.77,0.0,41628.36,49527.46,9641.84,40016.46,7.0,37022.37,40365.76,3387.1,18.0,3963.16,2.0,15210.65,4711.5,23592.66,13303.66,3552.67,80986.28,14348.18,2799.41,56774.96,5174.23,863.16,3048.16,12.0,2406.16,2251.0,10180.86,44315.25,14743.26,528.5,2420.81,2371.31,2837.75,3589.8,193.0,6331.52,1647.0,9.0,28980.45,4036.7,54506.54,5622.21,4287.0,4.0,2837.75,473.0,2420.81,10884.53,208490.01,28211.79,71.0,828.0,6740.32,23506.21,21725.61,35134.55,20479.97,1684.66,38002.38,17222.97,60340.1,5215.47,9787.51,7707.87,133.2,1401.75,896.5,12473.31,67012.52,21390.65,1075.81,2837.75,21430.54,11967.9,31678.69,9804.67,55681.86,271.0,28821.81,32930.82,7309.05,4791.63,59828.93,72592.18,10354.93,119596.66,945.0,208.0,4469.31,49595.86,146.0,29916.2,9070.12,5246.5,12047.13,25552.92,13204.73,148.66,5352.25,24632.06,0.0,57617.75,38739.53,7199.0,5121.57,38249.72,6886.63,44641.37,60989.86,71.0,27657.89,15989.24,2420.81,2420.81,118.0,51401.82,2.0,17321.56,2.0,4813.73,11248.01,5773.16,68213.73,46741.04,2.0,194.0,144433.77,23112.7,30941.9,5469.31,18093.5,40494.49,13074.89,142338.26,3696.0,481.0,68936.12,73.0,83441.76,2677.31,3140.51,46781.42,5416.14,35889.79,4.0,0.0,14297.86,9699.89,816.9,6669.83,5875.18,0.0,3533.65,107620.19,2510.57,100.0,4342.5,8392.12,11.0,71.0,24748.08,40323.48,33711.77,18.0,32714.5,5913.62,18.0,7928.31,31913.27,4.0,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,S13,174,9688.18,111325.77,181436.28,29606.61,136641.91,67786.51,8273.68,177690.0,16.0,42477.97,11279.04,189614.72,83484.44,4456.0,90035.09,76107.37,4529.68,66722.83,51847.29,18184.58,15578.11,12259.54,4618.5,11251.75,1642.68,1112.0,9348.47,140.25,5006.18,0.0,92243.63,14867.18,1224.75,10440.79,128191.77,9910.25,9867.75,179613.04,349462.6,181603.95,43660.33,14078.04,42.5,7655.93,6588.0,17854.54,0.0,126581.75,170315.49,31798.72,133576.45,42.5,93485.76,113095.42,7318.68,163.0,8213.68,0.0,31351.33,8207.18,44575.08,24364.22,6433.18,215735.18,38677.65,2975.93,164578.6,17186.25,1000.68,5116.75,108.0,4986.54,3466.5,33095.68,95021.62,34792.93,1693.5,7159.68,5674.43,9867.75,11573.36,272.0,17227.18,5377.5,0.5,68898.12,12235.25,150770.7,9306.25,11212.36,58.0,9867.75,1113.0,7159.68,23425.97,437906.1,75606.3,74.68,1392.0,16887.79,79083.91,61427.01,70031.58,50144.73,8028.5,116436.99,36986.11,153044.98,12600.86,32491.97,22819.04,32.5,1614.25,1595.5,38759.9,195349.51,68042.8,1404.0,9867.75,63912.27,31103.83,88178.2,32435.4,175504.46,109.0,65621.91,86587.69,15550.25,9495.11,154067.38,211863.1,29377.22,324969.38,1881.5,266.5,14575.18,153622.85,227.68,95932.23,32269.43,21173.5,21777.36,58460.51,41809.47,102.0,6847.75,80665.3,16.0,173921.25,116392.59,3394.0,14415.97,117517.48,19660.97,141948.08,149154.84,74.68,78975.67,38734.29,7159.68,7159.68,122.0,128246.99,0.0,43773.29,0.0,7943.86,37464.15,23221.22,226784.68,140962.42,0.0,76.0,448284.68,70863.41,121604.6,15340.0,59194.76,127898.25,23975.61,479724.54,7145.72,126.25,182308.06,123.18,209005.43,9514.68,9287.93,150228.38,14779.61,114339.73,36.0,16.0,27736.47,29350.68,2069.0,20099.43,15909.11,16.0,11814.5,350148.23,8230.0,224.0,5367.11,26341.79,104.5,74.68,81559.66,128909.49,140143.96,147.0,107224.8,15565.0,147.0,16379.22,108560.3,36.0,28.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,S13,175,7392.16,91374.53,146428.53,21859.41,112283.2,56225.36,8288.98,148071.9,26.0,34425.91,9692.83,169430.13,69362.83,2577.0,74375.73,62819.44,3302.17,58169.7,44703.73,16454.0,12993.92,11650.67,2672.0,7606.76,1449.5,1989.48,6964.42,43.75,3200.5,39.0,76949.09,11398.0,488.75,7578.58,105794.2,7448.42,7443.92,150147.79,269974.36,147051.37,34327.57,12178.66,4.5,7313.08,5730.33,15622.99,37.0,113669.2,142632.76,27587.82,109237.03,4.5,78447.11,103017.84,7829.84,54.0,8877.16,0.0,31792.21,4686.67,39599.15,22907.13,5191.82,192268.38,32987.58,2559.41,137252.58,14418.57,836.0,3418.41,152.0,4789.85,1608.67,26875.01,83077.76,31251.21,982.67,5995.83,4878.58,7443.92,9815.67,85.5,14028.5,4543.0,6.0,59472.8,8086.26,129090.85,8753.25,8412.5,91.0,7443.92,600.0,5995.83,22192.91,410152.16,62347.48,58.0,1270.5,14793.07,61283.87,51942.21,62983.77,45997.22,6020.66,97488.72,30597.74,133400.06,11824.66,27648.23,18380.83,30.0,2436.75,1839.5,31272.51,169185.24,53365.5,1981.83,7443.92,53128.69,26132.39,78329.25,26062.5,143530.59,27.5,57590.37,70842.93,14313.59,9475.4,135212.08,182564.08,25385.99,295071.52,1442.0,130.0,10495.67,120086.57,354.0,78235.71,25023.42,15127.68,19938.83,48184.72,34140.88,627.16,7631.76,67248.47,26.0,152671.99,97396.55,2815.0,19630.47,96871.94,17517.07,113444.92,132801.69,58.0,80630.85,32822.73,5995.83,5995.83,94.5,110852.97,0.0,37994.4,0.0,7784.15,30453.26,16403.16,186823.24,115169.63,0.0,38.0,371580.0,56741.76,94038.23,12707.83,45540.82,113041.71,21371.91,389993.8,5294.34,168.25,137832.03,51.5,181557.5,7392.83,7842.75,124642.11,10982.39,92494.03,43.0,26.0,23702.55,23992.15,1799.17,16960.24,13639.09,26.0,8806.01,289831.39,7622.49,213.0,4437.09,21615.25,23.5,58.0,66883.47,105399.88,115989.08,28.0,87356.14,14553.99,28.0,13330.16,90496.97,43.0,25.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,S13,176,5924.31,50037.73,93451.78,16945.89,60594.63,35353.87,4962.78,92602.86,3.0,19281.75,5510.33,102499.7,72037.48,1900.5,47955.88,38806.13,2009.01,36516.53,30470.02,7811.73,7314.2,3486.03,1105.5,4384.75,978.01,688.01,3340.42,79.75,1181.01,0.0,49090.93,6290.57,642.38,3967.71,60813.54,3664.25,3652.25,90589.22,165819.51,80244.36,20286.51,6096.89,12.0,4902.43,3270.43,10144.0,0.0,62517.74,70604.12,15102.24,63234.98,12.0,51713.76,55885.97,5233.77,118.0,5562.18,0.0,23780.92,5053.01,31001.8,19519.58,5449.61,123141.14,21859.81,4592.19,83500.96,8152.59,1907.51,4201.92,3.0,4536.7,2894.0,16301.94,63499.55,20271.54,534.5,3761.81,3233.43,3652.25,5411.65,338.0,9076.61,1466.0,32.0,39231.57,7370.16,83613.68,7830.68,6927.02,7.0,3652.25,860.0,3761.81,17665.06,330231.14,40244.39,147.01,1200.0,11338.62,33010.78,33893.58,49598.04,31149.27,2263.17,56035.44,25032.11,88193.09,8137.62,15611.22,10806.5,115.5,2452.25,831.0,18500.11,100483.58,32327.32,932.3,3652.25,28896.72,16657.79,44044.8,13503.04,81479.74,53.5,39805.91,50423.91,10904.38,6733.91,91107.3,106539.19,14680.07,171250.49,1684.0,385.0,7104.31,78388.77,264.01,43337.6,13261.36,8044.0,18449.66,38322.29,18313.65,387.67,6778.75,36924.47,16.0,86323.18,58228.17,12252.0,10590.74,54708.82,10946.43,69208.67,94082.52,147.01,37748.82,24540.59,3761.81,3761.81,171.0,77866.05,0.0,27568.02,0.0,7720.66,17388.49,6863.21,107295.95,65691.61,0.0,166.5,220331.81,39635.63,48456.7,8056.67,28035.44,59661.74,19693.21,221421.07,5269.54,69.88,105191.85,161.01,115037.36,4275.31,5276.69,69973.17,7091.45,53976.43,12.0,3.0,20024.57,14840.58,934.5,10239.66,8084.17,16.0,4526.5,164091.62,4990.6,113.5,4298.27,13538.38,103.0,147.01,37097.17,64366.35,46307.95,115.0,50591.73,8738.34,115.0,12625.71,50477.46,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
