# Constructed from biom file
#OTU ID,S12.143.H2O.S12,S16.146.H2O.S16,S19.149.H2O.S19,S23.152.H2O.S23,S26.155.H2O.S26,S9.173.H2O.S9,S13.176.H2O.S13,S17.179.H2O.S17,S20.182.H2O.S20,S27.185.H2O.S27
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae,0.0,15.0,65.0,3.0,18.0,4.0,5.0,0.0,0.0,0.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__uncultured,5.0,14.0,0.0,24.0,0.0,0.0,21.0,10.0,16.0,6.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae,263.0,129.0,23.0,163.0,182.0,221.0,365.0,8.0,460.0,370.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae,0.0,205.0,26.0,129.0,121.0,0.0,8.0,1.0,0.0,19.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae,0.0,9.0,0.0,7.0,0.0,0.0,0.0,150.0,19.0,105.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae,0.0,0.0,0.0,0.0,0.0,49.0,25.0,0.0,0.0,2.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15;f__PeM15,8.0,0.0,0.0,7.0,0.0,18.0,11.0,17.0,0.0,5.0
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__uncultured,3.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae,0.0,1.0,1.0,4.0,10.0,0.0,0.0,0.0,2.0,4.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae,188.0,172.0,152.0,365.0,356.0,120.0,211.0,46.0,197.0,216.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae,32.0,23.0,27.0,26.0,52.0,30.0,45.0,10.0,41.0,1.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae,0.0,0.0,8.0,0.0,1.0,6.0,0.0,0.0,2.0,6.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae,34.0,43.0,75.0,77.0,82.0,37.0,46.0,96.0,123.0,92.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae,12.0,70.0,0.0,34.0,90.0,0.0,9.0,0.0,79.0,7.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae,31.0,369.0,837.0,429.0,212.0,333.0,187.0,1048.0,1626.0,269.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group,0.0,14.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae,0.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group,0.0,35.0,0.0,0.0,45.0,0.0,4.0,3.0,0.0,1.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae,0.0,8.0,0.0,0.0,0.0,0.0,25.0,213.0,0.0,0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__env.OPS_17,7.0,0.0,0.0,0.0,172.0,0.0,13.0,12.0,282.0,5.0
d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriales,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__uncultured,24.0,0.0,0.0,43.0,0.0,2.0,139.0,0.0,0.0,0.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__RBG-13-54-9;f__RBG-13-54-9,18.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast,134.0,55.0,20.0,77.0,71.0,143.0,916.0,84.0,97.0,50.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae,217.0,28.0,171.0,0.0,15.0,429.0,13.0,0.0,0.0,0.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae,21.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0
