# Constructed from biom file
#OTU ID,S8.201.Sed.S8,S14.203.Sed.S14,S18.205.Sed.S18,S24.207.Sed.S24,S29.209.Sed.S29,S9.231.Sed.S9,S13.233.Sed.S13,S17.235.Sed.S17,S20.237.Sed.S20,S27.239.Sed.S27
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup_2;f__Subgroup_2,40.0,0.0,34.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantales,0.0,38.0,76.0,0.0,0.0,17.0,0.0,0.0,22.0,2.0
d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae,41.0,1.0,91.0,23.0,0.0,19.0,1.0,0.0,4.0,0.0
d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Subgroup_7;f__Subgroup_7,10.0,76.0,0.0,133.0,81.0,129.0,155.0,0.0,17.0,27.0
d__Bacteria;p__Acidobacteriota;c__Subgroup_18;o__Subgroup_18;f__Subgroup_18,10.0,13.0,40.0,0.0,0.0,60.0,4.0,0.0,14.0,0.0
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae,26.0,67.0,75.0,10.0,0.0,0.0,11.0,10.0,12.0,0.0
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Subgroup_17;f__Subgroup_17,0.0,0.0,14.0,22.0,10.0,10.0,10.0,3.0,13.0,45.0
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae,26.0,0.0,6.0,0.0,78.0,24.0,16.0,0.0,14.0,47.0
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__uncultured,183.0,133.0,159.0,67.0,27.0,134.0,98.0,0.0,43.0,24.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256,28.0,24.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae,0.0,18.0,12.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae,0.0,25.0,0.0,20.0,16.0,32.0,43.0,0.0,0.0,34.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae,12.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae,17.0,31.0,41.0,41.0,74.0,58.0,76.0,0.0,43.0,20.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15;f__PeM15,0.0,5.0,0.0,0.0,29.0,4.0,10.0,0.0,5.0,19.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae,166.0,167.0,107.0,397.0,174.0,90.0,321.0,60.0,72.0,123.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae,0.0,0.0,0.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;__,0.0,0.0,0.0,18.0,0.0,6.0,15.0,0.0,0.0,0.0
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae,62.0,45.0,25.0,99.0,41.0,58.0,49.0,22.0,10.0,26.0
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__uncultured,239.0,159.0,213.0,215.0,90.0,110.0,143.0,3.0,58.0,71.0
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14,14.0,7.0,10.0,0.0,21.0,10.0,11.0,0.0,0.0,0.0
d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae,14.0,25.0,23.0,9.0,9.0,8.0,26.0,0.0,10.0,13.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_vadinHA17,195.0,61.0,283.0,261.0,153.0,122.0,205.0,4.0,83.0,225.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae,13.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,61.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae,52.0,0.0,0.0,27.0,103.0,22.0,25.0,0.0,10.0,163.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SB-5,11.0,30.0,9.0,95.0,52.0,32.0,109.0,0.0,17.0,92.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Williamwhitmaniaceae,14.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae,124.0,170.0,214.0,351.0,116.0,139.0,244.0,0.0,26.0,58.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae,0.0,0.0,0.0,0.0,17.0,42.0,19.0,0.0,0.0,0.0
