feature,train_loss,train_acc,test_loss,test_acc
92,0.174997478723526,0.930232584476471,0.37818291783332825,0.8684210777282715
65,0.1759520173072815,0.930232584476471,0.386905699968338,0.8421052694320679
22,0.181283637881279,0.930232584476471,0.37818291783332825,0.8684210777282715
16,0.19192755222320557,0.930232584476471,0.37801608443260193,0.8684210777282715
0,0.1749219000339508,0.930232584476471,0.37836146354675293,0.8684210777282715
73,0.1759844422340393,0.930232584476471,0.37434253096580505,0.8684210777282715
75,0.233970507979393,0.9069767594337463,0.41229888796806335,0.8421052694320679
113,0.17978501319885254,0.930232584476471,0.37818291783332825,0.8684210777282715
63,0.19239893555641174,0.930232584476471,0.4050370156764984,0.8684210777282715
41,0.18296509981155396,0.930232584476471,0.3695901930332184,0.8684210777282715
86,0.22615621984004974,0.930232584476471,0.37029513716697693,0.8684210777282715
118,0.1814134567975998,0.9186046719551086,0.37818291783332825,0.8684210777282715
72,0.1931317150592804,0.9186046719551086,0.37615081667900085,0.8421052694320679
120,0.17261850833892822,0.930232584476471,0.37818291783332825,0.8684210777282715
65,0.17492054402828217,0.930232584476471,0.3777158260345459,0.8684210777282715
79,0.18246079981327057,0.930232584476471,0.39917147159576416,0.8684210777282715
48,0.1762731671333313,0.930232584476471,0.3798908293247223,0.8684210777282715
22,0.17909744381904602,0.930232584476471,0.37818291783332825,0.8684210777282715
105,0.17400729656219482,0.930232584476471,0.3674789369106293,0.8684210777282715
111,0.1749219000339508,0.930232584476471,0.37991246581077576,0.8684210777282715
121,0.17434754967689514,0.930232584476471,0.3776685893535614,0.8684210777282715
71,0.17765405774116516,0.930232584476471,0.37846243381500244,0.8684210777282715
37,0.1793421357870102,0.930232584476471,0.37818291783332825,0.8684210777282715
72,0.1826019287109375,0.9186046719551086,0.34167715907096863,0.8947368264198303
44,0.1760004609823227,0.930232584476471,0.3877145051956177,0.8684210777282715
1,0.17483602464199066,0.930232584476471,0.3787747621536255,0.8684210777282715
86,0.20139366388320923,0.9186046719551086,0.3662760257720947,0.8684210777282715
12,0.17679540812969208,0.930232584476471,0.376781165599823,0.8684210777282715
83,0.1749226152896881,0.930232584476471,0.37818291783332825,0.8684210777282715
40,0.1754772663116455,0.930232584476471,0.3771921992301941,0.8684210777282715
61,0.17491479218006134,0.930232584476471,0.37818291783332825,0.8684210777282715
105,0.17483869194984436,0.930232584476471,0.36368075013160706,0.8684210777282715
119,0.1971442848443985,0.9186046719551086,0.39280253648757935,0.8684210777282715
35,0.23798571527004242,0.9186046719551086,0.4208640158176422,0.8157894611358643
85,0.17386837303638458,0.930232584476471,0.3781544268131256,0.8684210777282715
100,0.1756725311279297,0.9186046719551086,0.3501855432987213,0.8684210777282715
76,0.17881475389003754,0.930232584476471,0.3806402385234833,0.8684210777282715
22,0.1767672896385193,0.930232584476471,0.37818291783332825,0.8684210777282715
119,0.17267289757728577,0.930232584476471,0.3765580952167511,0.8684210777282715
107,0.17506510019302368,0.930232584476471,0.37818291783332825,0.8684210777282715
50,0.18700601160526276,0.9186046719551086,0.37834128737449646,0.8684210777282715
80,0.21896763145923615,0.9069767594337463,0.38648390769958496,0.8684210777282715
11,0.17777660489082336,0.930232584476471,0.3861212134361267,0.8947368264198303
37,0.186078742146492,0.930232584476471,0.37818291783332825,0.8684210777282715
99,0.1747550368309021,0.930232584476471,0.37818291783332825,0.8684210777282715
41,0.18294456601142883,0.930232584476471,0.3777121603488922,0.8684210777282715
42,0.20624946057796478,0.895348846912384,0.43283411860466003,0.8947368264198303
54,0.1758735179901123,0.930232584476471,0.3785249590873718,0.8684210777282715
68,0.18407487869262695,0.930232584476471,0.3838430345058441,0.8684210777282715
52,0.17710648477077484,0.930232584476471,0.37389805912971497,0.8684210777282715
117,0.1746867448091507,0.930232584476471,0.3684889078140259,0.8684210777282715
55,0.1753593385219574,0.930232584476471,0.3946896493434906,0.8684210777282715
40,0.17513084411621094,0.930232584476471,0.3736048638820648,0.8684210777282715
97,0.17636729776859283,0.930232584476471,0.3684008717536926,0.8684210777282715
95,0.17701804637908936,0.930232584476471,0.4295542240142822,0.8684210777282715
12,0.204068124294281,0.930232584476471,0.3765757083892822,0.8684210777282715
87,0.17391081154346466,0.930232584476471,0.37818291783332825,0.8684210777282715
62,0.17536376416683197,0.930232584476471,0.37818291783332825,0.8684210777282715
92,0.1755898892879486,0.930232584476471,0.37818291783332825,0.8684210777282715
102,0.17390067875385284,0.930232584476471,0.3872745931148529,0.8684210777282715
38,0.18100614845752716,0.930232584476471,0.37818291783332825,0.8684210777282715
37,0.17830076813697815,0.930232584476471,0.37818291783332825,0.8684210777282715
107,0.17457515001296997,0.930232584476471,0.37818291783332825,0.8684210777282715
