,feature,shapiro_pval,shapiro_pval_log,shapiro_pval_exp,tt_pval
68,68,1.2278907861139017e-18,1.2278907861139017e-18,1.2278907861139017e-18,
69,69,3.229174705410287e-09,2.9736479945086103e-09,3.399557524375041e-09,
70,70,1.1326116300803928e-14,1.1326116300803928e-14,1.1326116300803928e-14,
71,71,2.964691247985344e-20,2.964691247985344e-20,2.964691247985344e-20,
72,72,3.4845522625555675e-17,3.4845522625555675e-17,3.4845522625555675e-17,
73,73,7.349047592697389e-08,7.111317756880453e-08,7.364528187281394e-08,
74,74,3.953486470760926e-15,3.953486470760926e-15,3.953486470760926e-15,
75,75,0.00026188799529336393,0.0002154995163436979,0.00024518431746400893,
76,76,0.0026088107842952013,0.002248867182061076,0.002053577918559313,
77,77,0.0013509572017937899,0.0014219909207895398,0.0009560951730236411,
78,78,2.4559001303714467e-06,2.7536534616956487e-06,2.0889792722300626e-06,
79,79,2.640006823639851e-05,2.466903970343992e-05,2.5697441742522642e-05,
80,80,0.00024068119819276035,0.0002022092667175457,0.00023879339278209955,
81,81,2.1030029529356398e-05,1.7110733097069897e-05,2.3464632249670103e-05,
82,82,0.0006139871547929943,0.0010335186962038279,0.00031824581674300134,
83,83,0.0006069084047339857,0.0004724975733552128,0.0006281389505602419,
84,84,1.4661279124084103e-07,1.4825880612079345e-07,1.41279443255371e-07,
85,85,2.5704438577633937e-12,2.5779020845079215e-12,2.5532746490003477e-12,
86,86,9.802082558962866e-07,7.09137566445861e-07,1.232368504133774e-06,
87,87,1.0,1.0,1.0,0.0
88,88,4.5784404045789984e-11,4.622913857277311e-11,4.498361752536262e-11,
89,89,2.054666506379199e-11,2.0326960600836053e-11,2.0535366809792954e-11,
90,90,7.833855681086321e-17,7.833855681086321e-17,7.833855681086321e-17,
91,91,4.039611667394638e-06,3.3181088383571478e-06,4.431847628438845e-06,
92,92,1.6520818917342694e-06,1.732069677018444e-06,1.497877633482858e-06,
93,93,1.161248164294193e-08,1.1564267765606928e-08,1.1215612438775224e-08,
94,94,0.00022112064471002668,0.00043527339585125446,0.00010372694669058546,
95,95,6.793344800826162e-05,4.4784745114156976e-05,8.595907274866477e-05,
96,96,0.002141980454325676,0.00028566530090756714,0.004290754906833172,
97,97,0.00028168989229016006,0.0002533576334826648,0.000268847041297704,
98,98,4.623352651833557e-06,4.503097898123087e-06,4.455253474588972e-06,
99,99,1.898829395940993e-05,1.6566571503062733e-05,1.987961877603084e-05,
100,100,2.2722529004101012e-17,2.2722529004101012e-17,2.2722529004101012e-17,
101,101,2.8464264687499963e-06,2.828593778758659e-06,2.737759587034816e-06,
102,102,0.00020696480351034552,0.00017786769603844732,0.0002019866806222126,
103,103,1.0,1.0,1.0,0.0
104,104,6.608717045830659e-11,6.575159861021973e-11,6.565211568831941e-11,
105,105,5.1793231250485405e-05,4.959724537911825e-05,4.904424349660985e-05,
106,106,1.4587667592062565e-17,1.4587667592062565e-17,1.4587667592062565e-17,
107,107,3.220068174414337e-05,2.931183553300798e-05,3.234883479308337e-05,
108,108,3.484467890133087e-17,3.484467890133087e-17,3.484467890133087e-17,
109,109,3.2688030842109583e-06,3.174028051944333e-06,3.0713363230461255e-06,
110,110,1.5377780073322356e-05,1.4818545423622709e-05,1.4824941899860278e-05,
111,111,0.00022589882428292185,0.00016676784434821457,0.00022692351194564253,
112,112,3.223694089449225e-10,2.8882995994905514e-10,3.456743224994341e-10,
113,113,2.759705921562272e-06,3.337115686008474e-06,2.2248107143241214e-06,
114,114,0.001337846857495606,0.0025051820557564497,0.0006114595453254879,
115,115,1.3068116686554276e-06,1.1369618277967675e-06,1.3924211543780984e-06,
116,116,3.861737422994338e-05,2.9691082090721466e-05,4.061444997205399e-05,
117,117,0.0003464582550805062,0.0003624887322075665,0.0002845872950274497,
118,118,0.0005894594360142946,0.0004985069390386343,0.0005674077547155321,
119,119,2.420028695666876e-13,2.3707869434980156e-13,2.4523568939449625e-13,
120,120,7.104203818508693e-15,7.104203818508693e-15,7.104203818508693e-15,
121,121,1.5842475420413393e-07,1.4105931711583253e-07,1.6879236852673785e-07,
122,122,1.8841502522678327e-14,1.8841502522678327e-14,1.8841502522678327e-14,
123,123,0.00802849605679512,0.0012374180369079113,0.01738307997584343,
124,124,1.953489428121254e-15,1.953489428121254e-15,1.953489428121254e-15,
125,125,0.000817796855699271,0.00038067923742346466,0.0011267676018178463,
