feature,train_loss,train_acc,test_loss,test_acc
0,0.18177005648612976,0.930232584476471,0.34173277020454407,0.8684210777282715
0,0.18176966905593872,0.930232584476471,0.3420383930206299,0.8684210777282715
0,0.18170768022537231,0.930232584476471,0.34205126762390137,0.8684210777282715
0,0.181645929813385,0.930232584476471,0.34206676483154297,0.8684210777282715
0,0.18170064687728882,0.930232584476471,0.34182825684547424,0.8684210777282715
0,0.18176992237567902,0.930232584476471,0.3449889123439789,0.8684210777282715
0,0.1817590594291687,0.930232584476471,0.3422691822052002,0.8684210777282715
0,0.18175093829631805,0.930232584476471,0.34265729784965515,0.8684210777282715
0,0.18257030844688416,0.930232584476471,0.3420383930206299,0.8684210777282715
0,0.1818947196006775,0.930232584476471,0.34206676483154297,0.8684210777282715
0,0.1819380223751068,0.930232584476471,0.3415432572364807,0.8684210777282715
0,0.1817207932472229,0.930232584476471,0.3449889123439789,0.8684210777282715
0,0.18192553520202637,0.930232584476471,0.34206676483154297,0.8684210777282715
0,0.18170829117298126,0.930232584476471,0.3422691822052002,0.8684210777282715
0,0.18161702156066895,0.930232584476471,0.34602952003479004,0.8421052694320679
0,0.1817265897989273,0.930232584476471,0.3424505293369293,0.8684210777282715
0,0.1820225715637207,0.930232584476471,0.33689895272254944,0.8684210777282715
0,0.1817207932472229,0.930232584476471,0.3420383930206299,0.8684210777282715
0,0.1819380223751068,0.930232584476471,0.3421526551246643,0.8684210777282715
0,0.18214188516139984,0.930232584476471,0.3424762785434723,0.8684210777282715
0,0.18186382949352264,0.930232584476471,0.34159404039382935,0.8684210777282715
0,0.18358705937862396,0.930232584476471,0.3416846990585327,0.8684210777282715
0,0.18170064687728882,0.930232584476471,0.34130486845970154,0.8684210777282715
0,0.181645929813385,0.930232584476471,0.3409230709075928,0.8684210777282715
0,0.1815982460975647,0.930232584476471,0.3424505293369293,0.8684210777282715
0,0.18162648379802704,0.930232584476471,0.33689895272254944,0.8684210777282715
0,0.18138663470745087,0.930232584476471,0.3416846990585327,0.8684210777282715
0,0.18201254308223724,0.930232584476471,0.34159404039382935,0.8684210777282715
0,0.18228495121002197,0.930232584476471,0.34173277020454407,0.8684210777282715
0,0.18174076080322266,0.930232584476471,0.3437677323818207,0.8684210777282715
0,0.1818551868200302,0.930232584476471,0.34130486845970154,0.8684210777282715
0,0.18174980580806732,0.930232584476471,0.34211164712905884,0.8684210777282715
0,0.18170315027236938,0.930232584476471,0.34182825684547424,0.8684210777282715
0,0.18176661431789398,0.930232584476471,0.34211164712905884,0.8684210777282715
0,0.18358705937862396,0.930232584476471,0.3435068726539612,0.8684210777282715
0,0.1817607432603836,0.930232584476471,0.34130486845970154,0.8684210777282715
0,0.18257030844688416,0.930232584476471,0.3434915244579315,0.8684210777282715
0,0.1817566305398941,0.930232584476471,0.33689895272254944,0.8684210777282715
