feature,train_loss,train_acc,test_loss,test_acc
18,0.17630350589752197,0.930232584476471,0.37818291783332825,0.8684210777282715
58,0.17492222785949707,0.930232584476471,0.3781902492046356,0.8684210777282715
119,0.17494043707847595,0.930232584476471,0.38045573234558105,0.8684210777282715
53,0.17742273211479187,0.930232584476471,0.37815630435943604,0.8684210777282715
121,0.17492781579494476,0.930232584476471,0.37773266434669495,0.8684210777282715
8,0.18270863592624664,0.9186046719551086,0.33840611577033997,0.8684210777282715
87,0.17492318153381348,0.930232584476471,0.37818291783332825,0.8684210777282715
61,0.17493772506713867,0.930232584476471,0.37818291783332825,0.8684210777282715
43,0.1749219447374344,0.930232584476471,0.37818291783332825,0.8684210777282715
86,0.17864489555358887,0.930232584476471,0.36764582991600037,0.8684210777282715
52,0.17513537406921387,0.930232584476471,0.37182214856147766,0.8684210777282715
96,0.17747896909713745,0.930232584476471,0.37406015396118164,0.8684210777282715
103,0.17492195963859558,0.930232584476471,0.37818291783332825,0.8684210777282715
122,0.17496579885482788,0.930232584476471,0.3780290186405182,0.8684210777282715
23,0.1750715672969818,0.930232584476471,0.3781818449497223,0.8684210777282715
112,0.1749446541070938,0.930232584476471,0.37818291783332825,0.8684210777282715
85,0.1749226301908493,0.930232584476471,0.37818682193756104,0.8684210777282715
83,0.17494481801986694,0.930232584476471,0.3781956732273102,0.8684210777282715
107,0.17492340505123138,0.930232584476471,0.37818291783332825,0.8684210777282715
118,0.17566530406475067,0.930232584476471,0.37818291783332825,0.8684210777282715
74,0.17526450753211975,0.930232584476471,0.37794551253318787,0.8684210777282715
60,0.17813481390476227,0.930232584476471,0.3784206807613373,0.8684210777282715
35,0.19570882618427277,0.9186046719551086,0.4868994355201721,0.8157894611358643
2,0.1749720722436905,0.930232584476471,0.378497451543808,0.8684210777282715
97,0.17510247230529785,0.930232584476471,0.37862101197242737,0.8684210777282715
60,0.17813481390476227,0.930232584476471,0.3784206807613373,0.8684210777282715
13,0.1771528720855713,0.930232584476471,0.337223619222641,0.8684210777282715
5,0.17567135393619537,0.930232584476471,0.375602662563324,0.8684210777282715
40,0.175259068608284,0.930232584476471,0.37818971276283264,0.8684210777282715
34,0.1749219000339508,0.930232584476471,0.37823545932769775,0.8684210777282715
28,0.17686057090759277,0.930232584476471,0.3782893419265747,0.8684210777282715
82,0.17463195323944092,0.930232584476471,0.365932434797287,0.8684210777282715
123,0.17590218782424927,0.930232584476471,0.37705445289611816,0.8684210777282715
5,0.17567135393619537,0.930232584476471,0.375602662563324,0.8684210777282715
64,0.1749219000339508,0.930232584476471,0.3807936906814575,0.8684210777282715
22,0.17534098029136658,0.930232584476471,0.37818291783332825,0.8684210777282715
36,0.1749219298362732,0.930232584476471,0.37818843126296997,0.8684210777282715
118,0.17566530406475067,0.930232584476471,0.37818291783332825,0.8684210777282715
62,0.17536301910877228,0.930232584476471,0.37818291783332825,0.8684210777282715
52,0.17513537406921387,0.930232584476471,0.37182214856147766,0.8684210777282715
47,0.1881575882434845,0.9186046719551086,0.38138705492019653,0.8684210777282715
58,0.17492222785949707,0.930232584476471,0.3781902492046356,0.8684210777282715
96,0.17747896909713745,0.930232584476471,0.37406015396118164,0.8684210777282715
17,0.1749219298362732,0.930232584476471,0.3781832158565521,0.8684210777282715
101,0.1982986479997635,0.9186046719551086,0.3761507272720337,0.8684210777282715
59,0.17495422065258026,0.930232584476471,0.3782084584236145,0.8684210777282715
57,0.17557765543460846,0.930232584476471,0.3794839382171631,0.8684210777282715
103,0.17492195963859558,0.930232584476471,0.37818291783332825,0.8684210777282715
57,0.17557765543460846,0.930232584476471,0.3794839382171631,0.8684210777282715
124,0.17492903769016266,0.930232584476471,0.378292053937912,0.8684210777282715
22,0.17534098029136658,0.930232584476471,0.37818291783332825,0.8684210777282715
121,0.17492781579494476,0.930232584476471,0.37773266434669495,0.8684210777282715
47,0.1881575882434845,0.9186046719551086,0.38138705492019653,0.8684210777282715
99,0.17492204904556274,0.930232584476471,0.37818291783332825,0.8684210777282715
59,0.17495422065258026,0.930232584476471,0.3782084584236145,0.8684210777282715
89,0.18548251688480377,0.9186046719551086,0.5417287945747375,0.8157894611358643
74,0.17526450753211975,0.930232584476471,0.37794551253318787,0.8684210777282715
73,0.1755235642194748,0.930232584476471,0.3842630982398987,0.8684210777282715
35,0.19570882618427277,0.9186046719551086,0.4868994355201721,0.8157894611358643
41,0.19145303964614868,0.930232584476471,0.36821651458740234,0.8684210777282715
29,0.17516174912452698,0.930232584476471,0.3779994249343872,0.8684210777282715
