pond,ko05340,ko00564,ko00680,ko00562,ko00563,ko03030,ko00561,ko00440,ko00250,ko00740,ko04940,ko00010,ko00195,ko03450,ko00760,ko00920,ko00311,ko00310,ko04146,ko00600,ko04141,ko04142,ko00604,ko04260,ko05142,ko04540,ko00909,ko00513,ko04973,ko00510,ko05110,ko04974,ko04976,ko00450,ko01051,ko00565,ko00524,ko00300,ko05222,ko05416,ko00260,ko00190,ko03440,ko00750,ko00950,ko00592,ko00591,ko00590,ko00062,ko00061,ko03070,ko00253,ko03060,ko00380,ko00500,ko05120,ko04666,ko05322,ko04964,ko04962,ko04960,ko00625,ko00624,ko00627,ko00626,ko00621,ko00620,ko00623,ko00622,ko00270,ko00940,ko00941,ko01053,ko00943,ko00100,ko00945,ko05016,ko04145,ko00071,ko00072,ko05219,ko05215,ko05211,ko05210,ko01055,ko00902,ko04910,ko00531,ko00360,ko00633,ko00630,ko00363,ko00364,ko05130,ko04115,ko00121,ko04914,ko00430,ko02010,ko00130,ko04330,ko03050,ko00361,ko00040,ko00730,ko00362,ko01040,ko00603,ko03018,ko00281,ko00280,ko03013,ko04626,ko05200,ko00312,ko05020,ko05143,ko00523,ko00520,ko00521,ko05146,ko05145,ko00052,ko00053,ko00051,ko00401,ko00400,ko04020,ko00350,ko00480,ko00643,ko00642,ko00640,ko00720,ko00960,ko02020,ko00120,ko00965,ko03008,ko00290,ko04614,ko03410,ko05010,ko05012,ko00980,ko00410,ko00983,ko05150,ko00791,ko00790,ko00020,ko00710,ko00196,ko02060,ko00340,ko00785,ko00550,ko00650,ko05220,ko02030,ko03320,ko04612,ko04621,ko04622,ko00910,ko04971,ko00460,ko04970,ko00830,ko00780,ko00511,ko00970,ko00030,ko04972,ko00232,ko00230,ko04122,ko00540,ko05014,ko00660,ko03020,ko00982,ko03010,ko00140,ko05100,ko00860,ko05410,ko00330,ko00908,ko04930,ko03430,ko00906,ko00900,ko00901,ko00903,ko00471,ko00472,ko00473,ko05111,ko04210,ko00240,ko04011,ko00944,ko04113,ko04070,ko04640,ko04310,ko03420,ko00770,ko02040,ko04912,ko00670,ko04920,ko04144,ko00930,ko04112,ko05140,ko04370,ko04916,ko01056,ko04650,ko04662,ko04660,ko04360,ko04114,ko04010,ko04720,ko05412,ko00905,ko03015,ko05414,ko04320,ko04740,ko05214,ko04745,ko04012,ko04722
S24.207.Sed,4594.74,56238.39,87578.13,16846.3,0.0,64221.56,30237.69,3800.65,94018.15,22533.3,5163.24,97505.67,35791.44,5233.16,49582.34,35610.94,3181.66,38951.33,32026.84,7441.56,8552.73,4668.32,2181.33,3477.75,1729.99,135.0,25.0,0.0,613.83,4866.98,14.0,2578.16,31.33,49705.32,7743.4,1952.32,6118.83,62598.48,2658.33,2656.33,94353.49,163059.81,86244.02,20602.88,7073.39,5092.41,3137.08,8823.48,192.83,62394.77,82710.12,14020.63,65761.81,52524.13,63908.86,3462.15,0.0,111.33,3871.07,0.0,21.0,16688.13,3263.0,26997.54,14313.48,3002.75,109664.63,20247.95,2499.33,83844.91,8810.15,789.41,2301.16,589.0,1618.83,1461.0,11992.15,135.0,60524.45,18857.54,805.5,2435.91,3843.16,2656.33,5567.49,0.0,7827.56,2288.33,37233.19,9760.66,73785.88,4681.08,5000.14,135.0,2656.33,13.0,2435.91,14386.64,229739.99,34150.1,0.0,1727.0,7389.55,33299.16,29626.87,40751.26,27881.85,3786.33,53187.39,23124.7,89554.79,6280.24,14329.98,8937.4,484.0,787.83,1901.66,18560.13,103141.57,34652.69,1705.4,2656.33,39567.77,15091.72,46189.43,14825.89,83300.94,23.0,31962.93,41694.79,11590.15,6001.91,86813.74,121643.46,14643.64,193814.3,645.33,588.33,6378.91,72849.22,1031.99,51452.82,11443.74,6365.08,10851.37,32176.17,25152.36,866.83,2030.82,35509.35,96840.09,56239.31,149.0,12075.49,59489.4,9536.57,72761.05,85508.42,0.0,63757.04,25436.28,2435.91,2435.91,106.0,69317.39,21.0,25798.87,21.0,4609.07,14976.98,11326.15,109934.23,70159.6,21.0,399.0,219423.83,34428.77,46561.77,6023.82,27251.46,67748.29,11777.2,227628.71,2017.33,504.83,82314.73,508.16,115793.43,4874.66,4415.91,75014.95,2643.99,57547.41,577.33,14807.13,14041.22,1622.0,11351.65,9934.15,3007.4,167529.61,2702.83,69.0,4050.41,11571.9,0.0,5.5,42768.42,61151.81,73814.4,0.0,50498.84,13802.56,0.0,8464.64,53388.23,2.0,7.5,11.0,10.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S24.208.Sed,1875.66,25714.71,47086.36,8151.49,0.0,33483.35,15055.3,1383.5,50954.99,10983.17,3069.99,51165.8,36049.43,1268.5,27011.97,18317.33,1238.16,15846.54,14262.86,4571.83,5552.16,2664.0,1262.0,1556.86,571.83,0.0,0.0,0.0,602.67,3007.47,2.5,1572.34,50.34,25645.98,3905.84,280.0,3464.48,32252.51,942.38,889.38,47833.67,84099.61,45441.34,11728.66,3814.66,1764.02,704.0,4185.84,17.5,29786.35,39604.62,6866.0,35411.34,20055.36,36268.21,2229.18,0.0,21.33,1792.0,0.0,50.34,7412.61,1022.66,9391.65,5474.85,1064.18,55052.36,9837.99,849.34,45111.48,4314.0,217.82,1392.0,30.0,358.32,666.82,5467.9,0.0,24130.06,6539.7,302.0,1503.0,2045.5,889.38,2861.5,0.0,4310.32,1321.0,15457.04,4467.67,34768.6,1294.66,2548.15,0.0,889.38,5.0,1503.0,7309.17,115307.38,20896.82,0.0,666.0,2976.63,16548.31,16115.49,14660.1,11892.65,2089.0,30548.65,7265.73,35985.47,4140.81,6857.68,4490.88,59.5,190.84,607.33,10729.17,59944.57,19532.15,863.16,889.38,23327.79,6252.32,26401.45,7682.84,45756.81,279.66,14599.84,21403.17,4022.34,1968.2,39066.93,62177.08,7076.66,83337.15,143.0,306.0,3430.34,39444.5,187.5,23960.52,5187.07,2445.9,4771.79,14192.2,12323.51,130.83,1706.5,18955.83,48869.39,31648.64,3743.23,4003.52,30344.98,5584.82,40169.33,38094.28,0.0,23393.4,11352.52,1503.0,1503.0,121.0,36741.6,50.34,12901.98,50.34,2002.32,8113.34,7573.66,59672.16,37889.13,50.34,128.0,114898.3,17641.67,26182.26,1615.22,15327.0,34585.49,5160.79,125740.17,734.33,585.33,48106.04,84.0,62371.44,2904.0,2678.66,39742.65,2998.29,29845.84,306.0,5418.66,7817.66,343.34,5982.84,4951.19,1016.04,91031.84,1345.84,47.0,2252.14,6403.0,0.0,0.0,21205.0,33036.84,28138.74,0.0,27387.34,6556.68,0.0,2744.18,27950.68,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S25.247.Sed,2562.17,37396.07,61518.72,11274.86,0.0,44737.41,19500.71,2121.67,66197.57,15260.69,3625.0,68814.54,26355.53,2493.34,33743.04,22628.52,1752.66,24260.07,20245.24,5074.15,6210.01,3223.99,1496.5,2321.18,942.5,122.0,25.33,0.0,390.17,3284.16,22.0,1597.33,26.67,33242.67,5513.01,902.68,4243.66,43375.22,1191.19,1191.19,65064.04,110769.11,60527.77,14802.85,5106.0,2907.68,1401.0,5752.34,55.34,42638.72,56579.89,10039.19,46903.73,32306.06,43560.68,2725.02,0.0,63.67,2099.01,12.0,26.67,10960.02,1775.15,15622.0,8543.51,1573.84,76196.3,13417.19,1444.0,58280.4,5186.49,465.0,1974.84,477.0,856.66,845.15,7822.88,122.0,36945.12,11514.21,387.5,1660.67,2627.67,1191.19,3779.5,0.0,4969.18,1653.5,23853.69,7522.68,49144.27,2323.49,3120.18,122.0,1191.19,19.5,1660.67,9824.68,152924.24,21769.72,4.33,1114.5,4415.18,22299.67,21218.38,23991.42,17768.01,2549.5,36528.88,12418.39,55851.67,4747.0,9440.35,5483.86,294.0,463.34,1003.67,13119.01,72926.72,24055.01,1196.51,1195.19,28217.83,9697.17,32898.33,10862.17,60156.72,18.5,21534.69,26064.43,7120.17,3373.35,58545.31,85263.65,10158.51,125335.56,259.67,537.67,4174.34,52009.22,470.17,33601.03,7250.54,3722.7,6260.88,20050.07,16968.19,644.67,1212.35,24232.87,66733.57,39273.21,105.0,8688.01,40900.72,7105.5,51856.6,57534.96,4.33,39547.16,15218.05,1660.67,1665.67,157.0,44907.99,26.67,17121.66,26.67,3118.84,11096.85,7919.32,79407.09,48308.87,26.67,185.5,152145.05,23398.54,34994.67,2936.2,19565.19,46754.54,6694.21,164656.7,1009.49,410.17,53446.44,275.0,79250.25,3497.67,3170.0,52286.41,1719.65,39790.88,530.67,8500.51,9706.19,888.17,7957.68,6879.54,1362.36,118021.99,1716.51,111.0,2777.34,7823.01,0.0,4.33,28779.7,44278.88,49559.89,0.0,34990.38,8658.03,0.0,4495.01,37415.91,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S25.248.Sed,1758.5,40785.45,69498.2,10006.52,0.0,48496.46,20458.72,2003.18,68892.34,16094.21,3846.84,68952.0,32871.72,948.5,34943.75,25100.1,1194.34,22713.06,20649.06,5082.67,7553.18,2907.0,1215.0,4327.86,443.0,42.0,36.67,0.0,708.34,2574.5,39.0,1617.01,258.34,33246.1,5006.68,341.0,3905.5,45956.45,4096.88,4096.88,63814.16,122520.84,65570.32,15562.04,4796.51,3327.02,842.0,5525.85,53.33,43216.96,69993.44,10515.36,50292.44,27061.41,41103.23,4735.86,0.0,59.0,2987.19,9.0,258.34,10377.36,626.68,11477.55,8155.54,2146.52,80923.9,14070.04,778.34,60352.19,4405.02,428.17,1559.34,244.5,853.5,333.35,12574.08,42.0,35648.11,10205.7,335.5,2488.34,2756.84,4096.88,3872.84,0.0,5619.18,1425.0,23808.28,8438.03,57587.86,1191.18,2959.34,42.0,4096.88,36.0,2488.34,10435.87,177413.36,29238.94,4.0,249.0,3619.84,18718.36,22578.56,22716.77,15800.04,2046.0,42628.77,12686.24,52078.85,5184.34,11927.2,9346.06,98.0,596.34,516.0,14681.04,75732.18,25299.39,789.67,4132.88,25916.21,8398.18,31322.23,11862.53,65543.82,51.5,19714.4,31545.12,5218.02,3823.2,58172.53,91895.4,9842.02,163790.93,193.0,317.0,5162.19,55243.8,258.0,32460.59,12305.08,8258.4,7254.68,20736.42,14667.03,142.0,2819.02,26859.24,71054.16,42315.44,1184.0,7552.86,40331.25,7088.68,55135.13,57954.21,4.0,59409.12,16236.22,2488.34,2488.84,4.0,60340.16,258.34,14526.7,258.34,2630.5,13179.7,6511.5,85002.84,47952.62,258.34,26.0,162806.09,27520.92,46034.13,5462.22,21951.72,47640.77,7454.35,175718.7,1187.0,187.5,66075.91,115.0,80661.89,3815.84,3548.01,55540.64,2607.02,41576.6,314.0,6335.7,11005.87,1106.34,8612.69,11432.9,4294.38,125667.46,2636.18,50.0,3408.18,9665.36,0.0,4.0,28111.22,46890.6,68850.91,0.0,38677.42,9061.02,0.0,3828.35,41787.61,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S26.219.Sed,3511.84,63406.26,95312.85,15324.35,0.0,72881.59,30738.54,4017.35,100692.56,25874.86,5342.83,112797.2,41016.86,2254.68,54500.72,43272.87,4277.0,35059.43,31836.11,10652.12,10104.66,9832.32,4130.0,8006.34,904.0,35.0,29.0,0.0,440.67,5262.32,1308.0,2073.33,1069.67,55612.52,8258.68,1790.36,8569.32,70311.24,3691.69,3691.69,101572.37,193678.43,100357.13,24137.18,8704.67,6004.85,2516.5,9794.68,68.34,68100.39,123383.12,16886.7,75513.56,53529.42,74551.21,3827.68,0.0,45.34,3787.85,43.0,12.67,17614.54,1369.32,17365.34,13595.53,1969.99,123399.01,22416.71,2596.49,103880.41,11592.67,364.84,1070.51,168.0,346.32,410.0,17914.04,35.0,51916.36,18209.07,264.66,3807.67,4136.67,3691.69,5837.33,0.0,8192.02,4250.0,35225.86,8504.34,77617.46,1944.5,5731.69,35.0,3691.69,10.0,3807.67,13621.35,212769.48,40421.7,10.66,186.0,7890.19,32961.48,31665.39,30464.26,30115.51,7680.0,63823.39,20763.42,79483.92,6419.83,22247.19,11646.69,1572.5,685.67,784.84,21305.66,117869.88,40172.98,2446.36,3691.69,51354.97,16630.82,43982.12,16709.0,97653.88,66.0,32359.21,66854.32,9502.84,4588.01,87178.02,131331.01,16453.67,250909.47,293.34,469.34,9361.51,84716.54,492.84,54198.21,17166.7,11761.36,24623.76,28878.44,25926.2,1551.84,1366.65,40556.35,107144.91,64022.39,0.0,10250.84,66877.74,13868.16,86250.81,86189.7,10.66,68515.21,21985.93,3807.67,3807.67,0.0,75443.94,12.67,27444.68,12.67,5242.52,20301.01,19517.98,124274.77,80220.87,12.67,42.0,249140.74,28799.71,64436.27,8789.7,31416.68,75023.37,23969.76,260657.05,585.96,132.34,81039.08,323.5,123547.71,5474.17,4977.17,83404.76,3685.15,61751.06,469.34,10678.53,14293.37,1361.83,11935.85,14804.88,3986.03,189750.17,4080.18,88.0,5050.68,13751.5,0.0,10.66,42197.54,70228.39,80231.76,0.0,58451.37,12143.05,0.0,5904.68,59315.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S26.220.Sed,2053.16,32410.7,61754.96,8876.33,0.0,40964.24,16693.68,1289.83,61265.24,13344.52,3505.0,61793.23,33443.19,988.66,30851.7,21407.2,1015.83,19190.5,17696.84,5486.66,6479.67,3297.0,1550.5,2461.86,478.33,29.0,2.0,0.0,567.84,2770.66,50.0,1751.34,101.34,29204.01,4351.34,224.32,3879.83,38827.55,1557.88,1546.88,57074.89,100248.65,55727.41,13948.19,4627.83,2328.68,721.5,4524.5,62.33,35311.02,54183.61,8118.67,43623.38,22613.84,40217.31,3462.85,0.0,46.33,2247.68,0.0,96.34,8600.0,913.5,10014.83,6762.52,1223.02,68909.93,11083.67,768.84,51720.06,4652.34,416.66,1728.67,123.0,670.83,434.5,7817.07,29.0,29063.84,8135.17,274.0,1962.17,2416.67,1546.88,3391.17,0.0,4706.67,1714.5,19142.4,7318.69,44876.12,1259.33,2320.99,29.0,1546.88,36.0,1962.17,8476.02,144616.45,23662.24,6.0,381.0,2857.82,17326.33,18541.52,18373.39,13061.83,2503.5,36371.54,9360.03,43504.71,4710.67,8968.52,5942.72,93.0,376.67,396.33,12836.2,69134.56,22674.2,802.32,1546.88,26406.33,7377.33,29794.19,9750.85,55058.92,139.0,16788.02,25648.19,4273.51,2573.36,48153.74,80209.1,8645.84,111479.44,120.33,363.33,4111.35,47107.08,269.66,28312.86,7362.41,4015.4,5902.8,17039.02,14182.0,213.33,1763.18,22747.54,63814.57,37247.39,2151.0,5886.35,35482.36,6768.34,47943.4,48258.42,6.0,34326.34,13405.67,1962.17,1962.17,124.0,46039.59,96.34,13692.33,96.34,2282.32,10818.85,8642.5,73277.4,43495.03,96.34,157.0,139305.69,20482.55,36562.45,2646.88,18166.7,41662.69,6078.3,153233.34,939.33,234.33,51954.86,190.33,71292.59,3582.67,3168.67,47686.73,2182.34,36799.55,347.33,5419.66,9247.52,567.34,7316.01,6934.72,1719.71,109384.48,1864.01,72.0,2370.84,7532.02,0.0,6.0,25033.34,40422.21,43730.06,0.0,33727.55,8260.0,0.0,2861.66,34359.38,11.0,11.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S27.239.Sed,2583.34,31551.45,56757.79,9223.2,0.0,39629.95,16950.4,1614.34,59810.32,12837.87,3118.01,58952.47,27948.89,1565.84,30413.75,21386.05,1347.83,19929.09,18564.25,6374.17,5964.35,4084.5,1893.5,1797.18,742.17,65.0,20.33,0.0,254.17,2893.34,14.0,1990.5,40.67,29697.89,4241.18,623.68,4029.67,37482.6,978.19,978.19,56782.8,97004.26,53739.82,13614.87,4551.51,2314.35,992.5,4819.85,69.84,35605.47,48711.45,8056.87,41099.28,24903.25,40222.91,2904.19,0.0,44.67,1998.68,0.0,40.67,8376.54,912.32,11240.02,6473.19,1167.01,65432.22,11556.04,980.17,50777.8,5130.99,446.17,1747.84,248.5,988.67,488.15,6856.55,65.0,29017.65,8186.88,332.0,1970.84,2515.34,978.19,3204.84,0.0,4346.35,2041.5,19412.22,5854.18,41124.82,1546.99,2677.02,65.0,978.19,9.0,1970.84,8676.36,126074.89,21883.92,10.0,721.5,3059.69,18913.21,17077.07,17271.94,14157.88,3026.0,34619.44,9736.23,46111.54,4495.84,8673.53,5474.37,114.5,460.34,843.67,11951.86,67619.16,21905.71,1074.01,992.19,26394.71,7420.19,29912.38,9258.52,52010.96,29.0,17017.23,24596.79,5034.67,2499.19,47655.03,75125.05,8519.69,100690.28,232.17,506.67,3868.01,44702.12,443.84,28494.4,5928.71,2887.7,4970.22,16815.76,15577.37,292.17,1245.85,22443.57,60473.82,35393.92,1546.0,5300.19,35636.59,6611.68,45613.62,45589.67,10.0,30646.39,13423.06,1970.84,1974.34,47.0,43395.05,40.67,14682.17,40.67,2227.18,9661.7,9951.5,69095.51,42589.6,40.67,141.5,134636.72,19348.08,31919.07,2443.2,16566.38,41529.29,5228.05,145654.21,1347.17,262.67,50289.83,209.67,70935.17,3437.34,3052.67,46559.63,1923.49,34952.75,506.67,6376.69,8636.86,733.17,6940.85,5930.88,1153.86,107090.61,1620.01,75.0,1995.18,6977.52,0.0,10.0,25185.74,38074.94,38813.63,0.0,31940.08,8070.53,0.0,3484.19,32625.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S27.240.Sed,1639.34,33797.53,55916.15,9050.68,0.0,38485.99,16938.18,1395.68,55477.52,12823.17,3266.17,55520.53,32469.67,1018.84,29760.01,21217.53,910.51,19158.53,17049.69,2788.51,5957.67,1445.0,601.0,4059.32,484.67,0.0,61.67,0.0,684.33,2027.84,32.0,1027.5,185.33,27082.39,3849.5,261.18,3037.17,36754.18,2910.81,2833.81,52014.7,99288.04,51911.0,13033.33,3723.51,2799.83,693.5,5181.01,79.5,35353.55,54866.73,8688.01,40716.84,24221.37,33369.73,3358.83,0.0,30.67,2204.5,0.0,185.33,9214.18,1092.68,11323.04,7126.17,1872.99,65957.86,12508.02,877.83,49307.22,2881.51,402.51,1254.5,112.5,758.17,764.35,10101.47,0.0,31333.55,9360.68,364.0,1994.5,2361.0,2833.81,2849.5,0.0,4806.17,671.0,19724.5,6837.16,47202.98,1486.85,3152.68,0.0,2833.81,6.5,1994.5,8141.5,150909.27,24563.98,0.0,390.0,3913.85,14778.85,18097.51,20054.16,14153.36,964.0,35343.68,11470.01,44355.22,3964.5,9854.83,7266.31,52.0,514.0,550.67,10785.32,60277.04,19405.33,844.35,2865.81,19905.03,6682.51,25002.68,9525.5,52570.66,142.5,17414.85,29115.71,5365.17,3103.99,48244.53,72642.19,8276.67,126493.46,192.17,296.67,4639.33,45236.32,310.34,26917.86,9832.13,6717.8,7423.04,17769.86,11347.85,112.67,2749.33,21073.83,55768.18,34263.0,2603.5,5394.33,32574.35,5702.0,45450.0,49056.03,0.0,41704.31,14302.86,1994.5,1996.0,57.0,47075.41,185.33,12308.53,185.33,2438.18,10459.5,3725.5,68490.69,38746.54,185.33,134.5,131863.7,22876.16,33767.95,4076.98,18090.16,37949.53,7671.21,140875.01,850.67,598.17,56080.43,122.17,66811.87,2899.0,2894.17,44241.01,2778.51,32635.67,296.67,6165.03,8679.0,815.33,6985.17,8542.98,2969.48,100163.67,2188.83,17.0,2781.5,8074.66,0.0,0.0,22946.02,37519.34,53561.73,0.0,31291.16,7327.51,0.0,3390.85,33143.51,77.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S28.225.Sed,3636.17,40885.64,71026.29,11732.0,0.0,51780.99,23934.16,2361.83,75542.17,16404.99,4158.5,76283.82,39181.67,2984.0,38630.82,27493.29,1798.83,25025.33,23303.16,9042.18,7877.67,5392.68,2461.67,1671.32,743.34,38.0,34.33,0.0,802.0,4077.18,10.0,2195.0,16.0,38566.64,6257.67,824.0,5373.0,49349.65,2067.48,2048.48,73356.67,124198.6,69099.16,16858.0,6111.01,2630.99,1913.67,7104.83,92.67,47764.15,58337.7,11559.0,51963.66,32775.85,55544.53,3315.16,0.0,46.0,2890.66,5.0,12.33,11437.83,1682.82,15801.31,8263.15,1734.49,84466.79,14393.83,1158.0,65606.3,7440.0,694.33,1554.5,173.0,1447.0,869.65,8793.3,48.0,36802.31,10916.33,482.5,2672.0,3252.0,2048.48,4440.17,0.0,6502.84,2652.67,25945.8,7512.32,52269.12,2734.82,3172.34,38.0,2048.48,4.0,2672.0,11832.66,172594.71,26790.98,0.0,892.0,4013.01,28148.38,25118.81,22074.14,19078.84,4273.67,44358.83,12093.64,57849.65,5922.17,11028.99,7991.48,97.5,559.83,911.17,16048.01,86670.98,29450.01,1044.5,2052.48,34490.5,10606.84,38794.17,12138.5,67331.17,125.0,22731.16,30921.31,7074.5,3069.15,60435.46,93692.13,11096.67,119856.68,319.0,533.0,4843.49,60122.16,463.17,38693.83,7997.8,3791.47,6529.66,20729.14,19874.68,426.5,1888.33,27704.83,74108.66,47198.34,2897.5,6857.82,44775.17,8692.5,57645.49,57356.28,0.0,33907.71,17388.48,2682.0,2672.0,108.0,54537.38,16.33,21119.67,12.33,2852.0,11464.82,13471.35,88957.83,56484.01,12.33,199.5,174216.32,26398.15,39525.82,3972.98,21925.66,52416.83,7126.16,186536.33,1813.5,309.0,66411.6,173.17,89674.34,4022.0,3887.83,61320.99,3382.66,44050.16,533.0,8645.32,11860.83,1057.83,8826.16,7061.97,2544.49,136673.35,2079.16,57.0,3012.66,9176.33,0.0,4.0,33387.34,50411.0,37030.88,4.0,39945.83,9695.16,0.0,5067.83,42139.32,19.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
S28.226.Sed,1752.4,27155.48,49635.67,8443.3,0.0,33801.52,15809.04,1320.82,52207.15,11151.17,3151.24,51746.96,37996.62,1071.82,26652.39,19193.32,1000.99,15135.71,14343.55,4571.57,5688.24,2297.0,1074.0,2128.29,453.49,0.0,27.0,0.0,883.84,2788.14,66.0,1345.84,128.01,24834.85,3665.92,113.64,3234.65,32350.75,1874.57,1695.57,47733.97,85984.22,45500.49,11750.75,4001.9,1759.6,639.25,4397.99,58.16,30834.02,43994.83,7481.98,36028.24,19428.04,35749.34,2922.18,0.0,16.99,2017.09,9.0,128.01,7753.27,1008.33,8763.54,5446.51,1091.61,57709.82,10399.3,600.01,45960.04,4038.17,508.06,1552.5,76.0,660.82,788.49,7087.26,0.0,23025.18,6482.24,275.0,1681.25,1933.5,1695.57,2794.5,0.0,4386.07,1161.0,16844.47,5119.69,38076.77,1307.24,2619.63,0.0,1695.57,21.5,1681.25,7720.01,128910.3,22013.2,0.0,537.0,3187.86,15229.87,16729.06,14489.39,12333.37,1824.0,31258.14,7216.27,34380.81,4256.57,7785.68,5489.32,65.0,353.67,486.49,10825.36,59218.33,19298.25,817.22,1721.07,22008.44,6431.39,25960.47,8403.76,47082.26,300.33,15138.65,24258.69,3693.34,2009.12,39387.09,63618.52,7483.99,98823.14,95.16,260.66,3656.6,39756.86,242.32,23784.4,6560.69,3750.85,6386.48,13743.06,11513.56,147.99,2482.84,19105.42,49605.6,32400.25,4505.95,4804.85,30243.13,5863.91,40052.01,39278.12,0.0,29705.53,10737.47,1681.25,1681.25,166.0,41711.57,129.51,12044.05,128.01,1972.05,8869.17,6520.83,60501.71,37448.69,128.01,163.0,116680.86,18796.18,28837.32,2666.4,15292.18,34433.19,6733.48,125546.06,872.66,1356.99,50774.41,114.16,62240.95,2789.5,2647.08,40132.39,3360.15,29792.34,260.66,4923.63,7937.92,510.51,5935.67,6242.05,1918.81,91030.25,1707.51,16.0,2404.57,6693.43,0.0,1.5,21036.46,32984.91,32925.75,1.5,28054.1,6132.57,0.0,2525.48,29133.66,179.0,179.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,3.0,14.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5
S29.209.Sed,3215.78,47213.81,78891.06,13590.11,0.0,54260.78,25070.01,2392.69,80243.68,18042.02,4609.64,82488.0,40191.5,2399.96,42345.61,30980.05,1879.3,29899.9,25358.93,6099.21,8266.87,3368.0,1482.0,4256.03,1094.73,10.0,56.0,0.0,630.14,3471.07,36.0,1801.9,70.0,40995.33,5735.71,925.92,4934.44,51489.23,2530.28,2474.28,77448.22,139321.49,73368.51,18528.9,5725.87,3692.71,1576.89,7843.42,163.66,50540.84,72741.93,12053.47,57211.71,37762.93,51689.61,3657.62,0.0,66.23,2953.35,0.0,70.0,12527.77,1473.0,16367.43,10127.22,2052.82,94804.41,16746.82,1306.5,69914.12,5618.06,661.21,1762.94,226.0,1231.73,753.0,11779.61,10.0,46057.75,14444.75,482.07,2604.98,3456.23,2474.28,4300.3,0.0,6669.37,1649.0,27581.48,9200.8,63243.23,2484.55,3820.01,10.0,2474.28,52.0,2604.98,11548.42,199485.14,31664.94,0.0,1140.0,5082.92,24322.96,25023.83,28567.06,21105.14,2557.57,48806.33,16497.52,67511.72,5586.55,12967.76,8591.49,167.07,678.66,1095.23,15587.38,86919.54,28574.09,1419.89,2499.28,31454.75,10807.11,36908.24,13212.01,73160.67,107.0,24759.94,39556.64,7217.63,4003.71,69100.98,105008.65,12164.35,159110.13,385.23,458.66,6017.55,63047.03,675.82,40258.66,11089.04,6776.31,10148.9,25076.97,18683.16,329.66,2590.03,30336.08,83319.29,48500.17,2356.0,7718.94,48419.03,8652.71,63512.7,70602.63,0.0,47553.05,19889.78,2604.98,2604.98,158.0,59432.97,70.0,18924.07,70.0,3591.1,14458.72,8471.0,96005.34,56491.52,70.0,221.0,186885.06,30296.35,45184.85,4831.45,24179.52,55687.04,10592.47,198826.24,1571.66,474.66,73781.11,353.16,93589.3,4209.73,4073.98,62926.73,3163.07,47241.82,458.66,9707.06,11966.45,1171.5,9858.12,8854.41,2762.26,142775.47,2513.8,81.0,3437.78,10669.49,0.0,0.0,34284.15,52868.33,63185.11,0.0,44391.78,10608.06,0.0,5882.74,46372.42,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
